userid,code_copy,code_execution,code_paste,code_speed,notebook_open,tree_open,AttributeError,IndentationError,IndexError,KeyError,KeyboardInterrupt,ModuleNotFoundError,NameError,RecursionError,SyntaxError,TypeError,UnboundLocalError,ValueError,ZeroDivisionError,codeLength,Viscode-login_times,Viscode-execute_times,Viscode-open_file_times,Viscode-success_run,Viscode-failed_run,Viscode-error_types,Viscode-spent_time
ef42bcd3300605e66dc7f8c01f773dec,234,978,390,2606,150,61,15.0,11.0,7.0,0.0,1.0,0.0,24.0,0.0,87.0,46.0,0.0,6.0,0.0,4137.0,211,1813,150.0,1616,197.0,8.0,0 days 01:44:22.712045
f081b3cddc1a85f07c2560673f28547f,200,471,357,1475,110,45,0.0,51.0,0.0,2.0,1.0,0.0,2.0,0.0,69.0,3.0,0.0,1.0,0.0,1931.0,155,1183,110.0,1052,131.0,8.0,0 days 00:43:29.546716
f5fd1f70d1747238d53ec5ef722d68d7,379,568,435,3246,236,84,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,70.0,11.0,0.0,0.0,0.0,2005.0,320,1702,236.0,1596,106.0,5.0,0 days 00:47:14.658343
f65238cddaeec1be538e9c1a5990e48f,338,560,248,2352,104,46,4.0,7.0,7.0,2.0,4.0,0.0,7.0,0.0,76.0,6.0,3.0,3.0,0.0,1360.0,150,1296,104.0,1177,119.0,10.0,0 days 00:56:56.604181
f8bb7ed0860701686be0bcaad12dcee6,469,754,811,3101,184,67,4.0,5.0,0.0,0.0,2.0,0.0,16.0,0.0,60.0,20.0,0.0,7.0,0.0,3315.0,251,2285,184.0,2171,114.0,7.0,0 days 00:54:38.163587
fbc64c2a6c18eb693cb24d8081e034df,97,613,93,686,37,14,10.0,0.0,0.0,5.0,0.0,11.0,25.0,0.0,26.0,14.0,0.0,0.0,0.0,875.0,51,854,37.0,750,104.0,8.0,0 days 00:42:21.033197
02d679ad650962b6ae8bf8adbeeb33c1,69,545,150,1119,41,24,2.0,16.0,1.0,0.0,0.0,0.0,18.0,0.0,71.0,6.0,0.0,0.0,0.0,1228.0,65,829,41.0,701,128.0,7.0,0 days 01:06:30.302228
0c7b9053af0850d3eaa8b61de50a26cd,157,412,208,2140,81,49,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,38.0,3.0,0.0,2.0,0.0,2125.0,130,907,81.0,851,56.0,5.0,0 days 00:30:51.424781
1d6a9b03150137d40a4b024518aa0fa6,503,1302,662,5848,483,95,0.0,76.0,2.0,1.0,0.0,0.0,25.0,0.0,127.0,17.0,2.0,2.0,0.0,4629.0,578,3045,483.0,2793,252.0,8.0,0 days 02:07:53.644105
320c71e05fde5152c26575798bfeb953,432,1875,891,5321,140,81,4.0,48.0,2.0,5.0,1.0,0.0,26.0,0.0,174.0,28.0,5.0,25.0,0.0,14843.0,221,3419,140.0,3101,318.0,10.0,0 days 03:22:00.486404
321fe53fdc9f70e4d17930e03cbd49e7,137,456,116,2519,67,29,1.0,6.0,3.0,0.0,0.0,0.0,9.0,0.0,73.0,3.0,0.0,1.0,0.0,2146.0,96,805,67.0,709,96.0,7.0,0 days 00:35:46.018365
32e7400bb54ff66588587d2f2b1b22c2,207,1036,306,3448,85,37,0.0,47.0,4.0,0.0,3.0,0.0,7.0,0.0,107.0,6.0,0.0,2.0,2.0,3274.0,122,1671,85.0,1492,179.0,9.0,0 days 01:43:22.707317
33fe133f30a5f6f14bb08aabd4114d92,13,214,25,703,27,10,0.0,5.0,1.0,0.0,0.0,0.0,15.0,0.0,45.0,5.0,0.0,0.0,0.0,679.0,37,289,27.0,218,71.0,5.0,0 days 00:27:53.512488
3723be496725be52bc640fd39aea51e6,277,753,308,2963,80,41,18.0,15.0,3.0,0.0,2.0,0.0,16.0,0.0,60.0,22.0,2.0,12.0,0.0,4067.0,121,1459,80.0,1309,150.0,9.0,0 days 01:10:00.569314
3750e5317d2967d407e66236ad3b7ab5,175,191,254,781,49,27,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,15.0,6.0,0.0,0.0,0.0,1588.0,76,696,49.0,665,31.0,7.0,0 days 00:17:53.387338
3d2fd5b219300a9aee7b21887a24c539,94,217,120,1180,70,26,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,25.0,7.0,0.0,0.0,0.0,1459.0,96,527,70.0,487,40.0,5.0,0 days 00:16:37.484948
3e5fd8ec3f352d90ff3906ae403ebeac,344,864,430,4578,182,88,2.0,0.0,6.0,0.0,1.0,0.0,14.0,0.0,41.0,10.0,1.0,0.0,0.0,4672.0,270,1908,182.0,1833,75.0,7.0,0 days 01:18:03.088263
4e4fc034dea12369dc5de555ad478a07,197,458,306,2203,39,25,8.0,11.0,2.0,0.0,0.0,0.0,8.0,0.0,34.0,16.0,0.0,7.0,0.0,4370.0,64,1025,39.0,939,86.0,7.0,0 days 00:45:00.880668
5104564f160fb05b4b79bbdb09c03c4f,213,387,234,2855,95,39,0.0,15.0,0.0,0.0,5.0,0.0,2.0,0.0,34.0,3.0,0.0,0.0,0.0,1899.0,134,968,95.0,909,59.0,5.0,0 days 00:24:45.405787
52de7db1d670939f4381ac9c9e0e4f38,125,142,121,976,40,19,2.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,25.0,3.0,0.0,0.0,0.0,1361.0,59,447,40.0,403,44.0,5.0,0 days 00:09:32.042236
579c29c5407ed999b692374653d25a61,237,999,248,2668,110,56,2.0,15.0,22.0,0.0,0.0,0.0,11.0,0.0,82.0,35.0,0.0,9.0,0.0,1717.0,166,1650,110.0,1474,176.0,7.0,0 days 01:46:40.227767
59d4d32d1adaab3ed5ecbf5ca9d728ca,60,387,104,1162,16,10,6.0,9.0,11.0,0.0,2.0,0.0,1.0,0.0,23.0,3.0,4.0,5.0,0.0,3179.0,26,577,16.0,512,65.0,10.0,0 days 00:51:30.580591
5d83718570cad6c421fc5c9e9b80159e,89,403,127,1651,34,25,0.0,6.0,0.0,1.0,1.0,0.0,8.0,0.0,81.0,6.0,2.0,0.0,0.0,2637.0,59,678,34.0,573,105.0,7.0,0 days 00:26:22.243622
60085c119be41ce2a56c2576583d821c,148,385,158,2105,131,40,12.0,1.0,1.0,1.0,0.0,2.0,11.0,0.0,36.0,7.0,0.0,2.0,0.0,861.0,171,862,131.0,789,73.0,9.0,0 days 00:31:15.749999
64d3bd3b339f63a66b8c878b561551d8,993,1165,390,2783,180,60,2.0,64.0,0.0,0.0,0.0,0.0,11.0,0.0,145.0,76.0,0.0,0.0,0.0,1634.0,240,2788,180.0,2488,300.0,6.0,0 days 01:14:41.090021
65e452ca8afdf0ba6a8cbc4af63da728,222,941,325,2868,58,45,10.0,13.0,7.0,0.0,7.0,0.0,23.0,0.0,89.0,20.0,0.0,0.0,0.0,3765.0,103,1591,58.0,1422,169.0,7.0,0 days 01:41:46.618518
6a574b00e6da1dad01065f3d90738721,237,1110,268,3749,70,50,9.0,49.0,9.0,1.0,0.0,0.0,30.0,0.0,86.0,17.0,3.0,1.0,0.0,11116.0,120,1735,70.0,1530,205.0,9.0,0 days 02:02:13.740227
6ae71a054e9a503a1f0950de131833a2,142,450,212,2067,81,53,22.0,4.0,1.0,0.0,0.0,0.0,8.0,0.0,56.0,22.0,0.0,1.0,0.0,6808.0,134,938,81.0,824,114.0,7.0,0 days 00:40:15.435064
6f07da24588ef7be16618bbe848d2aa6,147,672,282,2739,59,29,1.0,7.0,7.0,0.0,2.0,0.0,9.0,0.0,71.0,16.0,1.0,2.0,0.0,1664.0,88,1189,59.0,1073,116.0,9.0,0 days 01:08:25.532072
7359eff18cfd86cf045a149530e26627,206,349,268,1262,50,24,0.0,8.0,0.0,0.0,0.0,3.0,5.0,0.0,44.0,1.0,0.0,0.0,0.0,1443.0,74,897,50.0,836,61.0,5.0,0 days 00:21:11.053194
76fa75f0e9cd794207dda975ca84dfb3,253,928,446,2923,149,49,2.0,10.0,4.0,0.0,1.0,0.0,20.0,0.0,81.0,19.0,2.0,3.0,0.0,2543.0,198,1825,149.0,1683,142.0,9.0,0 days 01:38:41.509489
77174b6a21fc52977ea8a50f8e325beb,151,135,197,1351,31,20,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,1.0,0.0,1.0,0.0,1371.0,51,534,31.0,502,32.0,5.0,0 days 00:04:22.123451
7b5bd317f5674f7d064f43ca1b6fe259,30,30,9,193,6,4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,362.0,10,79,6.0,74,5.0,3.0,0 days 00:01:32.755711
7ba601138e531ca65131aaafdd0b0fca,33,348,76,961,52,32,1.0,23.0,0.0,0.0,2.0,0.0,11.0,0.0,40.0,7.0,0.0,0.0,0.0,14058.0,84,541,52.0,457,84.0,6.0,0 days 00:33:29.677748
7c74f9e3da2ec3ebf687ed4da9a1f82b,95,319,162,1571,117,33,2.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,42.0,6.0,0.0,0.0,0.0,2197.0,150,726,117.0,656,70.0,5.0,0 days 00:29:15.048548
82dc7d436327c606540768cb9f3b55ee,23,77,31,228,17,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,412.0,23,154,17.0,133,21.0,2.0,0 days 00:04:58.325880
8b1862b185a8d8e375ab781e55e3c39a,181,446,172,1761,40,21,0.0,11.0,14.0,0.0,2.0,0.0,12.0,0.0,35.0,10.0,4.0,0.0,0.0,2564.0,61,860,40.0,772,88.0,7.0,0 days 00:45:26.833027
8e72970e2fdad1fa564d800ba15d72c4,228,1939,325,5945,108,60,6.0,50.0,21.0,0.0,0.0,0.0,21.0,12.0,191.0,24.0,3.0,4.0,0.0,3851.0,168,2660,108.0,2328,332.0,9.0,0 days 03:27:42.056928
92f1d409e9283fc62ebc7d59279f15c3,137,1288,157,3364,87,43,9.0,17.0,1.0,1.0,0.0,0.0,20.0,0.0,99.0,26.0,0.0,1.0,0.0,2665.0,130,1712,87.0,1538,174.0,8.0,0 days 02:03:13.506854
93229bfed1b03a573e6139c21fc4e5c7,408,543,359,1353,76,44,3.0,32.0,0.0,0.0,1.0,0.0,3.0,0.0,96.0,3.0,0.0,0.0,0.0,2862.0,120,1430,76.0,1290,140.0,7.0,0 days 00:57:20.859694
97ff350207ca6a952e2b62129e0549f0,269,628,275,1787,69,42,2.0,16.0,15.0,0.0,1.0,0.0,15.0,0.0,74.0,7.0,3.0,0.0,0.0,2108.0,111,1283,69.0,1150,133.0,8.0,0 days 01:04:37.970541
9879db96946fbb8a3e255ab8815c577e,117,812,189,3723,112,48,6.0,28.0,0.0,0.0,0.0,1.0,22.0,0.0,96.0,12.0,0.0,2.0,0.0,2617.0,160,1278,112.0,1111,167.0,7.0,0 days 01:15:12.324929
98a2576c48530076abcaf557f266efd9,170,559,239,2836,67,30,8.0,9.0,3.0,2.0,0.0,0.0,13.0,0.0,36.0,15.0,0.0,0.0,0.0,1968.0,97,1065,67.0,979,86.0,7.0,0 days 00:56:15.244817
995eae68fe66f02aa88128425cc87e81,162,742,208,3184,59,40,0.0,7.0,8.0,2.0,0.0,0.0,28.0,0.0,50.0,8.0,4.0,1.0,0.0,2506.0,99,1211,59.0,1103,108.0,8.0,0 days 01:10:11.158601
9b430de7406c68bb31fd726c99ac3558,279,841,446,1534,120,53,1.0,55.0,7.0,0.0,0.0,0.0,11.0,0.0,156.0,27.0,2.0,3.0,0.0,4846.0,173,1739,120.0,1463,276.0,9.0,0 days 01:39:08.376366
a2dc2d0036c53b22cb9fb6bc280809f5,339,976,368,3052,162,43,0.0,17.0,0.0,0.0,7.0,0.0,16.0,0.0,79.0,9.0,0.0,0.0,0.0,4080.0,205,1888,162.0,1760,128.0,5.0,0 days 01:54:18.371350
af4a88df59c0df41ee7fca0ca57fba3a,281,1422,555,4087,92,62,2.0,44.0,0.0,1.0,6.0,0.0,24.0,0.0,222.0,27.0,2.0,3.0,0.0,3344.0,154,2412,92.0,2081,331.0,9.0,0 days 02:29:17.632121
b3544e076d49acb0dd2af969419895f0,218,404,349,1903,48,48,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,37.0,0.0,2.0,0.0,0.0,2683.0,96,1067,48.0,1023,44.0,4.0,0 days 00:33:40.205563
b7848fb18dbf386464e7cb7c37758241,536,820,582,3841,125,57,3.0,22.0,0.0,4.0,0.0,0.0,17.0,0.0,67.0,6.0,1.0,3.0,0.0,7242.0,182,2120,125.0,1997,123.0,8.0,0 days 01:22:14.569634
c2e15430ed832457c780c948b21c37ec,439,526,564,2506,190,54,0.0,6.0,1.0,1.0,1.0,0.0,4.0,0.0,68.0,8.0,0.0,0.0,0.0,5547.0,244,1773,190.0,1684,89.0,7.0,0 days 00:48:11.552132
cb75e24ff92bb3f07f0051b945d5295b,127,415,152,1791,85,48,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,35.0,1.0,0.0,0.0,0.0,2033.0,133,827,85.0,780,47.0,5.0,0 days 00:20:56.613454
cdac3b51658dd26dd9cb7a70260f9af5,621,1530,895,4422,109,67,0.0,19.0,8.0,1.0,8.0,0.0,22.0,0.0,130.0,57.0,0.0,4.0,5.0,6630.0,176,3222,109.0,2968,254.0,9.0,0 days 03:02:04.001259
d21e4243dd618580580846f676c2b85a,203,507,231,2406,70,29,0.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,29.0,3.0,0.0,7.0,0.0,1878.0,99,1040,70.0,985,55.0,5.0,0 days 00:38:31.093937
d5a1f82d20610cfc2ee2df22e16ad238,191,597,280,2396,88,40,3.0,25.0,2.0,0.0,0.0,0.0,6.0,0.0,48.0,10.0,3.0,4.0,0.0,3396.0,128,1196,88.0,1095,101.0,8.0,0 days 01:02:20.937971
d5d6ef4cf638f306e8948582b7662c45,525,1279,737,4858,114,59,3.0,19.0,35.0,0.0,1.0,0.0,12.0,0.0,42.0,15.0,1.0,4.0,0.0,7207.0,173,2714,114.0,2582,132.0,9.0,0 days 02:09:30.152014
e4f677ad43c84ada8abc579c6abf9aee,476,1956,790,6866,287,114,27.0,49.0,49.0,10.0,16.0,4.0,87.0,0.0,139.0,21.0,5.0,27.0,1.0,19366.0,401,3623,287.0,3169,454.0,15.0,0 days 02:56:40.349680
ef64bcdb755a678ecea401b713fee614,301,473,457,2153,72,29,3.0,5.0,6.0,0.0,1.0,0.0,12.0,0.0,89.0,6.0,1.0,5.0,7.0,3525.0,101,1332,72.0,1197,135.0,10.0,0 days 00:53:17.845064
f0c4f08113a2bc5a9275dd881c616a92,235,597,357,2712,89,40,2.0,10.0,6.0,0.0,0.0,0.0,9.0,0.0,42.0,18.0,1.0,2.0,0.0,3547.0,129,1318,89.0,1228,90.0,8.0,0 days 00:49:38.453736
f1641addf883c1130a801d06d07eef4c,246,563,308,2903,92,57,1.0,31.0,0.0,0.0,0.0,0.0,14.0,0.0,119.0,3.0,0.0,0.0,0.0,2688.0,149,1266,92.0,1098,168.0,5.0,0 days 00:49:22.722837
f5e00dfd7cb43f85c86dd5373da9516c,5,33,6,212,9,4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,622.0,13,57,9.0,50,7.0,2.0,0 days 00:02:24.136879
f79d398d62d5eaff8d7b1f9f6aaf65ab,70,106,151,797,43,18,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,2600.0,61,388,43.0,377,11.0,3.0,0 days 00:03:46.625465
f83882e0705489c3c0514fe226fdda4f,206,443,271,1473,109,36,1.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,61.0,14.0,0.0,1.0,0.0,2066.0,145,1065,109.0,968,97.0,6.0,0 days 00:46:01.743000
096db99c63cfb79a7998e1ef5cea6210,352,497,608,3419,180,65,1.0,10.0,2.0,0.0,0.0,0.0,3.0,0.0,64.0,6.0,1.0,2.0,0.0,18625.0,245,1702,180.0,1613,89.0,8.0,0 days 00:41:05.129962
0c954a3dd67f4cddc79bc2c80479b302,207,752,183,2265,54,32,3.0,21.0,1.0,2.0,1.0,0.0,9.0,0.0,83.0,6.0,0.0,1.0,0.0,2731.0,86,1228,54.0,1101,127.0,9.0,0 days 01:12:28.602534
129ddde18a68ca2abcdc3dfed2193e8d,91,361,157,1201,28,19,2.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,42.0,4.0,1.0,3.0,0.0,5977.0,47,656,28.0,597,59.0,8.0,0 days 00:34:56.325021
19056c5976e9a570a9d075ffd241dc8c,73,222,207,959,47,49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,5106.0,96,598,47.0,586,12.0,3.0,0 days 00:19:55.043462
193d4fd1d794b5f85e8d69d85318f053,318,765,384,3259,98,61,3.0,11.0,10.0,0.0,0.0,0.0,18.0,0.0,57.0,29.0,0.0,0.0,0.0,3990.0,159,1626,98.0,1498,128.0,6.0,0 days 01:12:11.715948
211e56f630ac8bf04d3a499793850c8c,164,647,272,1968,34,28,1.0,4.0,5.0,1.0,0.0,0.0,6.0,0.0,53.0,0.0,0.0,0.0,0.0,4063.0,62,1145,34.0,1075,70.0,6.0,0 days 01:03:19.334720
234c16857c59d7cade139c6457200b6a,485,835,992,2011,107,41,0.0,15.0,1.0,4.0,4.0,0.0,10.0,2.0,61.0,2.0,0.0,0.0,0.0,3494.0,148,2460,107.0,2361,99.0,8.0,0 days 01:46:08.452694
25530cbca34fd5b1afc5a985147c66e1,82,485,169,1023,42,25,0.0,24.0,1.0,0.0,2.0,0.0,7.0,0.0,61.0,7.0,1.0,0.0,0.0,2477.0,67,803,42.0,695,108.0,8.0,0 days 00:53:46.783924
2b2a0982179d48f1e8630edb15558915,402,1100,726,3720,72,45,5.0,17.0,1.0,4.0,1.0,0.0,16.0,0.0,50.0,31.0,0.0,7.0,0.0,25650.0,117,2345,72.0,2213,132.0,9.0,0 days 01:57:32.527527
2e0b2a391b267f0bad149cdd4fde7c77,196,491,273,1807,55,32,2.0,10.0,2.0,0.0,6.0,1.0,8.0,0.0,52.0,8.0,0.0,0.0,0.0,4831.0,87,1047,55.0,958,89.0,8.0,0 days 00:46:57.624675
34024522c588638da7de356d1b3129a7,507,774,579,3878,142,58,3.0,16.0,0.0,0.0,1.0,0.0,15.0,0.0,113.0,24.0,1.0,4.0,2.0,3589.0,200,2060,142.0,1881,179.0,9.0,0 days 01:10:35.875829
38072b9ea3fd99917b417c1ee712de83,138,343,232,1293,19,17,2.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,16.0,5.0,0.0,4.0,0.0,5319.0,36,749,19.0,708,41.0,8.0,0 days 00:30:58.477835
3d460d9f6feb1d3f9e142cd844343e0b,232,1466,242,3819,154,108,9.0,18.0,6.0,3.0,9.0,1.0,40.0,0.0,136.0,37.0,0.0,0.0,0.0,4030.0,262,2202,154.0,1943,259.0,9.0,0 days 02:49:35.486012
3e7fcab5c8f636064e5b25c6abacb4bf,182,1471,444,2018,54,49,1.0,66.0,0.0,0.0,0.0,0.0,15.0,0.0,187.0,9.0,0.0,1.0,0.0,13517.0,103,2200,54.0,1920,280.0,7.0,0 days 02:41:17.468618
3ffc472463f45e721eba888c571801f9,62,167,77,443,22,30,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3092.0,52,358,22.0,320,38.0,4.0,0 days 00:19:50.511067
43614526a6c8258926cdad20e022d95b,189,394,279,1039,86,43,0.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,54.0,7.0,0.0,0.0,0.0,2425.0,129,991,86.0,910,81.0,5.0,0 days 00:40:09.637452
48245f5393e9819cc5465f00ad214e1b,181,726,388,2473,60,35,4.0,6.0,2.0,1.0,0.0,1.0,9.0,0.0,50.0,2.0,0.0,0.0,1.0,5330.0,95,1390,60.0,1314,76.0,9.0,0 days 01:22:30.556640
559d8cca791d0ad9ac79d4d309d9c7c3,284,502,371,2414,60,26,0.0,3.0,0.0,2.0,15.0,0.0,5.0,0.0,50.0,6.0,1.0,0.0,0.0,6062.0,86,1243,60.0,1161,82.0,7.0,0 days 00:45:50.471717
62fec5651a73c2199c3ecd2016b401ad,207,583,278,1548,24,22,0.0,21.0,0.0,1.0,7.0,0.0,5.0,0.0,35.0,8.0,0.0,3.0,0.0,3374.0,46,1114,24.0,1034,80.0,7.0,0 days 00:54:48.935551
681a2ee5f3fe039c1d403fccb58a3a67,1,43,3,154,5,5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,508.0,10,57,5.0,39,18.0,2.0,0 days 00:03:06.415494
6c8d0f74f8332323d0e46da1ec7d9afd,334,843,444,2803,53,37,3.0,3.0,3.0,0.0,14.0,0.0,14.0,0.0,52.0,13.0,2.0,2.0,0.0,4030.0,90,1711,53.0,1605,106.0,9.0,0 days 01:18:35.472945
78e175e4b4cfb1c8883057ae97600a46,264,833,433,2302,39,42,2.0,12.0,3.0,0.0,11.0,0.0,13.0,0.0,97.0,16.0,0.0,0.0,0.0,3827.0,81,1611,39.0,1457,154.0,7.0,0 days 01:30:39.672662
78ed069a3a944d4463d39ffa74138614,284,1058,348,2568,44,39,0.0,47.0,1.0,1.0,1.0,0.0,20.0,0.0,102.0,9.0,7.0,5.0,0.0,4697.0,83,1773,44.0,1567,206.0,10.0,0 days 01:59:01.058007
798c80d80b22180369817438da6533fc,77,228,137,634,24,21,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,23.0,2.0,0.0,0.0,0.0,5534.0,45,487,24.0,453,34.0,6.0,0 days 00:17:30.545418
7ac415f65664aa5dd3c25c2dcd519af1,316,537,542,2491,160,57,1.0,12.0,0.0,1.0,0.0,0.0,9.0,0.0,51.0,5.0,0.0,3.0,0.0,2972.0,217,1612,160.0,1530,82.0,7.0,0 days 00:53:12.533029
80be0f3478e6b7602d439c9c92b4f62a,133,454,282,1369,32,24,1.0,13.0,8.0,1.0,0.0,0.0,8.0,0.0,42.0,13.0,1.0,1.0,0.0,10536.0,56,925,32.0,834,91.0,10.0,0 days 00:47:25.161041
92fcd7a854eb341782743e532e0a7914,458,1124,686,3326,217,57,0.0,41.0,2.0,1.0,7.0,0.0,25.0,0.0,121.0,11.0,5.0,4.0,11.0,3670.0,274,2542,217.0,2311,231.0,11.0,0 days 01:47:31.261131
9726a91e5bb238f6a05e657adb40738c,254,883,403,1824,76,69,4.0,22.0,3.0,1.0,18.0,0.0,3.0,0.0,47.0,13.0,2.0,4.0,0.0,19791.0,145,1685,76.0,1568,117.0,10.0,0 days 01:20:09.830058
9e4aed84a5c53a17c29d570ac527ce0a,95,316,117,669,27,16,0.0,14.0,0.0,0.0,13.0,0.0,1.0,0.0,28.0,2.0,0.0,2.0,0.0,1499.0,43,571,27.0,507,64.0,7.0,0 days 00:31:32.528441
9ee0314784616d70f917efd258ed311c,30,79,48,394,14,16,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,6099.0,30,187,14.0,167,20.0,4.0,0 days 00:04:31.105910
9fdc1083486fd8a677d32fa2f848317c,233,773,332,2112,56,36,3.0,5.0,0.0,2.0,3.0,0.0,18.0,0.0,47.0,15.0,0.0,3.0,0.0,4473.0,92,1430,56.0,1334,96.0,8.0,0 days 01:09:57.976699
a457518f33a1a7e9d835c28bfe66327a,363,1245,502,3733,131,67,1.0,8.0,0.0,0.0,10.0,0.0,20.0,0.0,117.0,5.0,4.0,0.0,0.0,5166.0,198,2308,131.0,2143,165.0,7.0,0 days 02:12:37.065200
a5b8d98aa354c067a53ec0d55a2ae574,57,72,114,683,33,27,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,8627.0,60,303,33.0,284,19.0,2.0,0 days 00:04:27.071975
a950b5467cb42eff9068dbf2b750dcfa,171,276,203,1576,40,28,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,34.0,2.0,0.0,1.0,0.0,5632.0,68,718,40.0,675,43.0,7.0,0 days 00:22:27.643799
aadaf0561ac7e45616f1357840107e96,204,737,283,2226,83,50,3.0,12.0,2.0,0.0,0.0,0.0,15.0,0.0,87.0,12.0,1.0,6.0,3.0,4673.0,133,1357,83.0,1216,141.0,9.0,0 days 01:12:20.928236
ab998df4d024048983a08f5b0ef8f202,15,146,44,320,29,16,7.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,5.0,0.0,0.0,0.0,2824.0,45,250,29.0,207,43.0,6.0,0 days 00:11:41.696908
b5393db86f04cff048fbfad5342bf6d2,154,374,162,1664,36,26,2.0,12.0,0.0,4.0,11.0,0.0,2.0,0.0,28.0,4.0,0.0,0.0,0.0,12309.0,62,752,36.0,689,63.0,7.0,0 days 00:34:42.219230
bbe1e5cbf6a295ea505116e51e54826c,271,836,349,2368,148,66,4.0,22.0,10.0,2.0,18.0,0.0,5.0,0.0,84.0,15.0,0.0,5.0,9.0,3617.0,214,1670,148.0,1493,177.0,11.0,0 days 01:31:40.884381
c5d3e9cf5b5209fff8f2a41e8b2d41c7,1,0,1,13,5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,16,18,5.0,18,0.0,0.0,0
c8aca66b7f628ee9972477622f89592c,211,682,340,1694,134,55,0.0,42.0,12.0,2.0,3.0,0.0,15.0,6.0,77.0,10.0,1.0,4.0,0.0,3805.0,189,1422,134.0,1250,172.0,10.0,0 days 01:10:44.644781
cbee50df44af40b3865afd033d2e2fd2,220,1001,330,2913,56,52,13.0,15.0,2.0,1.0,18.0,0.0,12.0,0.0,123.0,18.0,1.0,3.0,0.0,18685.0,108,1659,56.0,1453,206.0,10.0,0 days 01:49:01.312138
cdbfa9161999c800653297110253d07b,249,767,446,2207,106,46,2.0,38.0,0.0,0.0,2.0,0.0,12.0,0.0,110.0,2.0,0.0,0.0,0.0,28277.0,152,1614,106.0,1448,166.0,6.0,0 days 01:18:56.281128
d8a7f0e703428eb3c7fcfdc093dc4e61,124,416,245,1022,86,34,2.0,30.0,0.0,0.0,0.0,0.0,12.0,1.0,68.0,12.0,2.0,5.0,0.0,2476.0,120,905,86.0,773,132.0,8.0,0 days 00:34:18.503612
db04bd43a582bcefbe45a3fbe99c83e4,0,0,0,2,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,7,2.0,7,0.0,0.0,0
e28f3191bead10f3cef8f21cff2d19c9,68,321,145,473,31,25,0.0,9.0,0.0,0.0,6.0,0.0,15.0,0.0,58.0,1.0,0.0,0.0,0.0,18020.0,56,590,31.0,500,90.0,6.0,0 days 00:22:28.116081
ea04e6e76c69e6d96f084a5a54770688,105,320,209,958,83,37,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,34.0,1.0,0.0,0.0,0.0,1985.0,120,754,83.0,696,58.0,5.0,0 days 00:26:03.363223
ea45fca27cd732f025765bae5fbad81e,243,688,423,2182,114,56,5.0,13.0,12.0,0.0,5.0,0.0,10.0,0.0,48.0,8.0,0.0,0.0,0.0,8783.0,170,1524,114.0,1423,101.0,7.0,0 days 01:07:13.853485
ee18229e2fee5bc9e24cc34229389079,3,6,5,34,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,14,28,5.0,28,0.0,0.0,0 days 00:00:12.841031
f2f24051b519e7d15fd74ed33cdb6525,324,528,410,1479,41,33,2.0,14.0,6.0,0.0,2.0,0.0,11.0,0.0,79.0,4.0,1.0,0.0,0.0,4683.0,74,1336,41.0,1217,119.0,8.0,0 days 00:54:47.477229
