userid,srl_s_1,srl_s_2,srl_s_3,srl_s_4,srl_s_5,srl_s_6,srl_s_7,srl_s_8,srl_s_9,srl_s_10,srl_s_11,srl_s_12,srl_s_13,srl_s_14,srl_s_15,srl_s_16,srl_s_17,srl_s_18,srl_s_19,srl_s_20,srl_s_21,srl_s_22,srl_s_23,srl_s_24,srl_s_25,srl_s_26,srl_s_27,srl_s_28,srl_s_29,srl_s_30,srl_s_31,srl_s_32,srl_s_33,srl_s_34,srl_s_35,srl_s_36,srl_s_37,srl_s_38,srl_s_39,srl_s_40,srl_s_41,srl_s_42,srl_s_43,srl_s_44,srl_s_45,srl_s_46,srl_s_47,srl_s_48,srl_s_49,srl_s_50
64d3bd3b339f63a66b8c878b561551d8,5,5,4,3,5,3,5,3,3,1,3,3,3,3,1,4,5,3,4,1,1,4,4,2,4,1,5,5,5,4,3,4,3,5,2,4,4,2,2,4,5,4,5,4,1,4,5,1,1,4
59d4d32d1adaab3ed5ecbf5ca9d728ca,3,3,5,5,5,5,5,4,5,5,3,5,2,4,5,5,5,5,5,4,3,3,4,3,3,4,1,2,5,2,2,5,5,5,3,3,3,2,1,2,5,1,2,4,4,5,5,1,1,1
ec6f8dbdc811c59006c0f7d8e6a95763,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,3,3,0,4,4,3,4,3,3,3,4,4,4,4,4,3,4,3,4,4,4,2,3,3
f83830b84e240a39df6e79944dd77cc9,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,2,3,2,3,2,3,2,4,4,4,3,3,3
87130a4844f6c85832a5e474ec7a2e86,3,3,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,2,4,4,4,4,4,3,2,4,3,5,3,3,3,4,3,4,2,4,4,4,3,3,3
352416f1bcaf944e9bc60ed0d7838213,4,4,4,4,5,3,4,4,3,4,4,4,4,4,5,4,5,5,4,3,4,5,4,3,4,4,2,3,4,4,3,5,3,2,2,4,5,3,3,4,4,4,4,1,5,5,5,3,3,3
54b5d2d4df39778753694a612d4e9eb8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,2,4,4,4,3,3,3,4,3,4,3,4,4,4,3,3,4
8bd438b3b27bbcc39de993ead7c59b87,3,4,4,4,4,4,4,4,0,4,4,4,4,4,3,4,5,3,4,3,4,4,4,4,3,4,3,4,4,3,4,5,4,2,5,2,3,2,2,3,4,3,3,3,4,4,5,1,2,1
91c1dbb76ffa37ae177c0fee1e3c4b2d,4,3,3,4,4,4,4,3,4,4,4,3,3,4,5,4,4,4,5,3,4,4,4,4,4,4,5,4,4,4,4,5,5,3,4,5,5,3,4,5,4,5,4,1,4,4,4,3,3,3
899bc9158194a9995dd5d27f646f86f3,3,3,3,3,4,3,4,3,3,4,3,4,3,3,3,3,4,4,4,3,3,4,3,2,2,3,3,1,4,3,4,3,3,3,5,4,5,4,2,4,4,4,4,2,3,4,2,2,1,1
ba9d0d86d74658244433332d48009d47,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,3,3,4,4,3,4,4,5,3,3,4,4,4,4,2,4,4,4,3,3,4
99b31e970bb392e5f8128486cf4f7a08,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,5,4,5,5,5,4,4,4,4,4,3,4,4,4,4,5,4,5,5,4,4,5,2,4,4,5,4,4,4
a6fee61772697e50ce5ec4202b9dbb7b,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4,3,4,4,4,3,3,4,4,3,4,2,4,4,4,4,4,4
dd7c3ce618597216a65f3ffb1f5a8b14,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,2,3,4,3,3,4,4,2,3,4,2,3,3,4,1,4,5,5,2,3,2,4,2,4,3,3,5,5,5,5,5
0e6a1570be3fa6de721a7d79097f1e13,3,4,4,3,5,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,3,4,3,4,4,3,4,3,4,2,3,4,5,4,3,4,4,3,4,2,4,5,5,5,5,4
b161ac7aa64d724dff7f141275d5badf,4,3,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,4,3,4,4,4,4,4,4
430d3996c34634a5438b9acd544b0223,4,3,4,4,4,3,4,3,3,4,3,3,3,4,3,3,4,4,3,3,3,4,3,3,3,4,3,3,3,2,3,4,3,3,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,3
0beb5dcef8146fd5674809f6febbba57,4,4,4,4,4,4,4,2,3,4,3,4,5,4,4,4,4,4,4,3,4,4,3,4,3,4,3,3,4,4,4,4,4,3,4,3,4,4,2,4,3,4,3,4,4,5,5,3,4,1
ca70d6d3a8c05bf129738c1be40bd3fc,5,5,5,5,4,4,4,4,5,5,4,4,3,5,3,4,3,3,4,4,4,4,4,5,4,5,4,4,5,4,4,5,4,3,3,4,5,5,5,5,5,4,5,3,5,5,4,2,3,4
5b7b0e5915f9968a3516381a43cd57a2,4,3,4,3,4,4,4,2,4,4,4,4,4,4,5,5,4,5,5,1,5,4,4,3,4,4,4,3,4,4,3,3,3,1,3,3,3,2,4,3,3,4,3,2,4,5,5,4,3,3
6661ee463535fb15b463c18ec82f1c25,4,3,4,4,3,3,4,4,4,4,4,3,2,4,3,4,3,4,3,2,4,3,3,3,2,2,2,3,3,3,3,3,3,3,4,3,4,3,2,2,3,2,3,3,4,4,4,3,4,3
50cf06769fb9cdacede13a84dd71d19a,4,3,3,4,3,5,5,4,4,3,3,4,4,4,4,3,4,4,4,3,3,3,5,3,4,5,3,4,4,3,3,4,3,3,4,5,4,2,3,4,4,4,4,2,4,4,4,4,4,4
90aadd0a1555d8b16d157b8bcb8bc5dc,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,3,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,2,4,4,4,4,3,4
71477de90bfb8df446e3d50d75e0946b,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,3,3,3,4,3,4,2,4,4,4,3,4,4
dae5db8cea9cd0975770480debdd1a5e,3,3,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,4,3,4,3,3,4,3,4,5,4,3,2,3,4,3,3,3,4,3,3,2,4,4,4,3,3,3
8ca7b4f1d171bf16461d8cd137ed6bee,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,3,4,4,3,4,3,4,5,5,2,3,4,3,4,3,3,5,4,4,2,4,5,4,4,4,4,4,4,5,4,5,4,3,5,4
33df216c0fa4336dbc31f8d28e582e6d,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,3,5,4,4,3,5,3,4,2,4,5,4,3,3,3
d3940676e84c99d4feb9698fd58bc499,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,2,3,4,4,3,2,3,3,3,1,3,3,2,3,3,3,2,3,2,3,4,5,3,3,3,3
b2dd4ee1591c36d2ff8350ec5227c57c,3,3,3,3,4,4,4,4,3,4,3,4,3,4,3,3,2,3,3,2,2,4,4,2,2,4,2,4,5,4,3,3,3,2,3,2,3,3,3,3,4,2,3,2,3,4,3,3,3,3
8ba4266acdd12dff903c065b33a1cd19,4,4,4,4,5,4,4,3,3,4,3,3,2,4,3,4,4,4,4,3,3,3,4,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,4,3,4,3,2,4,4,4,3,3,3
484b7f5f19281bb9fd0bcbecc81f46a9,4,4,4,4,4,5,5,4,5,3,4,5,3,4,2,3,3,4,3,3,3,4,4,4,4,4,4,4,5,3,4,5,4,4,3,5,5,4,4,4,4,4,4,2,3,4,5,2,2,2
ad1232c524ba7ecce646d8439d35ddef,4,5,5,5,5,5,5,5,5,5,5,5,3,5,3,4,4,5,4,3,4,5,5,5,5,3,4,4,5,4,5,4,3,2,4,4,5,3,4,5,3,4,4,2,5,5,5,5,5,4
388fc6ecd09f0e2b09d06c23ab6a10b8,4,4,3,3,5,4,4,2,4,3,2,4,2,3,4,5,3,4,5,3,3,4,4,5,3,4,4,5,4,4,3,4,3,3,4,4,5,3,3,3,2,4,2,1,3,4,4,4,2,2
341af910663e01a703dae3e9cf7102ba,0,4,4,4,3,4,4,4,4,3,4,3,3,4,4,3,4,3,3,3,3,4,4,2,3,3,2,3,4,0,2,4,4,3,4,4,4,2,3,3,4,3,3,2,3,4,4,3,4,4
441adcbe047ee30ab37aad7fefaaf91c,5,5,5,5,5,3,5,5,4,3,5,5,3,5,5,5,5,5,4,3,4,5,3,5,5,5,1,5,5,0,5,5,5,5,5,5,5,5,4,4,4,1,5,1,5,5,5,4,4,4
942b087ab69c792855907fb46354feed,4,4,3,4,5,4,4,4,4,4,2,4,4,3,3,3,3,4,3,3,4,4,4,3,4,4,3,4,4,3,3,4,4,2,4,4,4,2,3,3,3,3,4,2,2,4,4,5,5,4
e57a02574cd27550f0755f74de4d314f,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,4,4,3,4,3,3,4,4,4,3,4,4
fea85840bee7a0cdb68344aaada75fda,4,4,4,4,4,2,4,3,4,5,4,4,2,4,2,4,3,2,2,2,4,4,4,4,4,2,2,2,4,4,3,4,4,1,2,4,5,4,2,1,4,4,4,1,4,4,4,3,2,2
b237678a4a3c946e02271d61330aceda,4,3,4,3,4,5,4,3,4,4,3,2,2,3,4,4,4,4,3,3,3,3,4,3,3,4,3,3,5,4,3,4,4,2,3,3,4,3,3,3,4,4,4,4,3,4,4,3,5,4
523815cbd77f2e02dbebeea6fa8e21e0,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,4,4,3,4,4,3,3,5,4,3,4,4,4,4,3,4,4,4,3,2,4
d44aff85d235a230286b2d66367f09c5,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,4,4,4
c39eb1d8194047747997bef2b007c56e,3,3,3,3,4,3,4,2,3,4,2,2,2,1,4,4,3,3,4,4,4,4,4,2,4,4,5,3,4,3,3,4,3,4,4,5,5,3,3,5,4,5,4,1,3,3,2,2,1,1
b6b4f22c915036b9a89018b50a96faa7,4,4,4,4,4,5,5,4,4,4,4,5,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,0,4,4,4,2,4,4,4,4,4,3
450da9f7b602d9444fe899dab11e0030,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,3,3,3,4,4,4,3,4,3,5,4,4,5,4,4,4,3,4,2,4,4,4,4,4,4
e10afd9bf6e8c8f879b0d759c4a898c9,5,3,5,4,5,5,5,3,4,4,3,3,4,3,4,4,5,5,5,1,4,4,4,3,4,3,4,3,4,3,4,4,4,3,4,4,5,4,4,4,4,4,4,2,4,4,4,4,4,3
dbc3b898c6e73863e0200979d4f8cfbe,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,2,4,4,5,5,5,5
5781dbac8a3a5c7a9f4913b45df08512,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,2,2,2,4,2,4,2,4,4,4,4,4,2
797d40c743456a2a7d3c6b7c18a2765c,4,4,4,4,3,4,4,4,5,4,4,5,5,5,2,4,4,4,3,2,2,4,4,4,4,4,3,4,4,4,4,4,4,3,2,3,5,4,3,4,4,4,4,2,4,3,4,3,4,3
fa1ee0b9e4218fe9ed79f78203aef806,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,3,4,3,2,4,4,4,2,2,2
63a37a52871764b3b0c116b7c8326359,5,5,5,4,4,4,4,5,5,3,5,0,4,5,4,4,3,3,4,3,5,4,4,4,3,4,4,3,4,4,4,5,4,4,4,4,5,4,5,4,3,4,4,4,4,4,5,3,4,4
13da9c1c3aed1217f4bf818aabf361bf,4,3,4,4,3,4,4,4,3,4,3,4,3,4,4,3,4,4,4,3,3,3,4,3,4,4,3,4,4,4,3,4,4,3,2,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4
cc4a67ddaebaea4a0a23f677762a6920,4,4,4,4,3,3,4,3,3,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,3,2,4,4,2,3,4,3,2,2,3,5,3,4,4,4,3,3,4,4,5,5,3,4,3
f34c67233c696889c98583c126ba6e4d,4,4,5,5,4,4,4,5,5,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,5,5,3,4,4,5,4,3,4,4,3,5,3,4,5,5,3,4,3
872b7246ddcc70f52504712b579bba04,5,5,5,5,5,4,5,3,5,4,5,5,4,5,5,5,4,5,3,3,4,5,5,4,5,5,4,5,5,4,4,5,5,4,3,5,5,4,5,5,4,4,4,1,4,5,5,4,3,4
37b1f2f601bace371488ea532c980d11,3,3,3,3,5,4,5,2,4,4,3,3,2,3,4,4,3,3,4,3,4,4,3,4,3,3,3,4,4,4,3,4,3,2,2,4,4,3,3,3,3,3,2,2,3,4,4,3,4,2
2689afef22503efa4b2f83a4a81bf20c,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,3,4,4,3,4,4,4,3,3,3,3,3,4,4,2,3,3,3,2,4,3,3,3,3,3,4,2
52e54cd6bdafbf14e22368b96d0d1d0b,4,5,5,5,4,3,4,5,5,3,5,5,5,5,3,3,4,4,3,5,5,5,4,5,5,4,4,4,5,4,5,4,4,5,4,5,5,5,5,5,4,4,4,2,5,5,5,4,3,4
4b357eb0494b7eb1ff2594ef94053516,3,3,4,4,3,4,4,3,3,4,4,4,3,4,2,2,3,2,2,3,4,4,4,4,3,4,2,4,4,4,3,4,4,2,3,4,5,3,4,4,4,3,4,3,4,4,4,2,4,2
ff14e3e1ca6d24d1944c3284c55306ca,4,4,4,4,4,5,5,4,5,5,4,4,4,4,3,4,5,4,3,4,3,4,4,4,3,5,3,4,4,4,4,3,4,3,4,3,5,4,5,4,5,4,5,2,5,5,5,4,4,4
c9197d90fe728a225a6735d6b2acbb8d,4,4,4,4,4,3,4,4,4,4,5,4,4,4,3,2,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,5,4,5,5,4,3,4,2,4,4,5,3,4,4
4eb50f6a7c2b1945f3d62162382e0aa5,3,5,4,4,5,3,4,5,4,4,5,5,3,4,3,4,4,5,4,2,3,4,4,3,3,5,1,4,4,3,5,4,4,1,3,3,5,3,4,3,4,2,3,2,3,4,4,4,4,4
a4d38ac0d8918a71393ff7d660800576,4,4,4,4,5,3,4,4,5,4,4,5,4,5,4,5,4,4,3,4,3,4,4,4,4,3,5,4,4,4,3,5,5,4,3,4,5,4,5,5,4,4,4,1,4,4,4,2,3,3
51755ba3791b154bd460376670c8ce71,4,4,4,4,4,4,5,5,5,4,4,4,3,4,3,4,4,4,4,3,3,4,3,3,4,4,3,4,4,4,4,5,4,3,3,3,5,3,3,4,4,2,4,2,3,4,3,2,2,3
2359ad1c2736507de2f517b278ef9b2d,3,4,4,3,0,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,5,3,4,5,4,4,4,2,4,4,4,4,4,3
25e0a1fc9af61506102be84f37f892d1,4,4,3,3,4,4,4,4,4,4,3,3,3,4,3,4,4,4,3,3,4,4,4,3,4,3,4,3,0,4,3,4,4,3,3,3,4,4,4,4,3,4,4,2,4,4,4,4,2,2
9813f9c990c56b6c32ff0690e9887311,4,4,4,4,3,3,4,3,4,3,3,4,2,4,3,3,3,3,2,3,2,4,3,2,3,4,3,3,4,5,3,4,4,4,4,4,5,5,4,4,4,4,4,2,3,4,3,3,4,3
80845b5f25b919fdf34b793e798be4df,4,3,5,4,4,4,5,4,4,4,4,4,5,4,4,4,5,4,5,3,4,3,4,4,4,4,4,3,4,3,3,4,3,3,3,4,5,4,4,4,4,3,4,2,4,5,4,3,4,4
70beddbfcf2d1af9f315c1785efbc0c9,4,4,5,4,4,4,4,5,4,4,3,4,4,5,3,4,5,5,4,4,3,4,4,4,3,4,2,4,4,3,4,5,4,4,5,5,4,3,2,5,4,2,3,2,5,4,4,1,3,3
57f4ef8a2e872f201027802e69015100,5,5,4,4,4,4,4,4,4,4,5,4,2,5,3,4,4,4,3,4,3,4,4,3,3,4,3,3,4,3,4,5,5,4,5,3,5,4,5,4,4,4,4,2,4,5,5,2,4,4
d277c470f0a59fcb9e17a6304c349c40,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,4,4,2,5,5,5,5,5,5
392487aac66a28391dbc07c0e3ddcad2,4,4,4,5,4,3,5,5,4,5,4,4,4,5,3,4,4,5,4,4,3,4,5,3,4,5,4,2,5,5,3,5,5,4,2,4,5,4,4,4,5,4,5,2,4,5,5,3,2,4
1de806651b1070479c53b3e82ff9a11a,4,4,4,4,4,3,4,4,3,3,4,4,3,4,3,3,4,4,3,4,3,4,5,3,4,3,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3
c982a8e98bddd4230cc3629b5266f53e,4,4,5,4,4,5,3,3,4,3,3,4,2,4,2,3,3,2,4,2,3,3,4,2,2,4,3,4,4,3,3,3,3,3,2,3,5,5,4,4,4,3,4,2,3,4,4,3,4,3
8de84fafd43052d66f2e1bcd5d76e3cc,4,3,4,5,5,5,5,4,5,5,4,4,5,5,4,4,4,4,4,3,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,5,2,4,4,4,4,4,2,4,4,4,4,4,4
58553cecfb88d98d079b5fb705b7750c,4,4,3,3,4,4,4,3,4,4,3,3,3,3,2,4,4,4,4,3,4,4,3,3,4,4,3,4,4,3,3,3,4,2,4,4,4,3,3,4,4,4,4,2,4,4,4,4,4,4
efa8df9126ba2885855894cace4aaa1a,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,3,4,4,4,4,4,4,2,3,4,4,4,4,4,3,3,4,2,4,5,4,3,3,4
31e418059609249ea31f16a5fd151eae,4,4,4,4,4,3,3,4,4,3,3,4,3,4,3,3,3,3,3,4,3,4,4,3,3,3,3,4,4,4,4,5,4,3,4,3,4,4,5,4,4,4,5,2,4,5,4,4,4,4
e933aa58f2d06ed66ba5693f4f198d43,4,4,5,5,3,3,4,4,5,5,4,5,3,5,2,2,4,3,3,2,5,2,4,4,3,3,4,1,4,2,2,5,4,3,4,3,4,4,2,3,4,4,4,1,3,5,5,2,2,1
e95e98084b744d8cbcd122111b959db7,4,3,4,2,4,3,3,4,4,3,4,3,4,4,2,4,3,3,4,3,2,4,3,4,4,2,3,4,4,4,4,3,3,2,2,2,4,4,4,3,4,4,2,2,3,4,4,4,4,4
e7af9487bd89ef14de7512d195235e2f,4,4,4,4,4,4,3,4,4,4,5,5,4,5,3,4,4,4,3,4,3,4,4,4,4,4,3,2,4,3,4,4,4,4,3,4,5,4,5,4,4,3,4,2,5,5,5,2,4,4
95eeecd56f710f5ac1e41b35fe8df825,4,4,5,4,4,5,5,4,4,4,4,4,4,4,2,3,4,3,3,2,3,4,3,3,3,4,3,4,4,3,4,4,4,2,4,4,4,3,3,4,4,3,4,2,4,4,3,3,2,2
2c7ba1f73792dfefb06bd47bc001917f,4,4,4,4,4,3,4,3,4,4,4,4,3,4,3,3,5,4,3,3,3,4,4,3,4,4,2,4,4,4,4,4,4,2,3,4,5,4,3,5,5,4,5,2,4,5,5,4,5,5
b6bec232eda042325bed45cd4bcf2104,4,4,4,3,3,4,4,2,5,3,4,3,3,4,3,4,3,3,3,4,3,4,3,4,3,3,5,3,5,4,4,4,3,3,3,4,5,5,4,4,3,4,3,3,4,3,3,1,1,1
f70747db784e64ca02429a73bbbb6961,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,5,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,3,4,4
596b466b63d92244aee713b6525cb072,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,3,4,4,5,3,4,4,3,3,4,4,4,4,4,4,2,4,5,2,2,2,4,2,4,4,4,4,4,3,4,4
4f7edf8af873ccef5e94647cdafcfc1a,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,3,5,4,4,4,5,5,3,5,5,5,5,5,5,1,3,5,5,2,1,1,4,3,4,4,4,4,5,4,4,4
a41c1eab3d8463a7cb6ea0eb7d813e30,4,4,4,3,3,4,4,3,4,4,5,5,3,5,2,3,3,4,3,4,3,4,4,2,3,4,2,4,5,3,3,5,4,5,4,3,3,4,3,4,4,4,3,3,2,5,5,4,4,3
c0da6852b9ea51985a0cf3703d39c52d,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,4,4,3,3,4
6d4b7a6f7c4c3aa2fe1efed5888e729b,4,4,4,3,3,3,4,4,4,3,4,4,3,4,3,4,4,4,3,2,2,4,4,4,2,4,2,4,4,4,4,4,4,2,4,4,4,3,2,2,4,2,4,4,4,5,5,3,4,4
447479f2c66040046a9b32ccfbaae127,3,3,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,3,4,3,4,2,4,3,3,4,3,4,4,5,3,2,5,4,4,3,2,2,3,2,3,4,5,5,5,3,4,3
4f25425fdbeff3e6ce39ffa4d4a3cb0b,4,4,5,4,4,4,4,4,5,4,4,5,4,5,3,4,3,4,4,2,2,3,3,4,3,4,2,5,4,3,4,4,3,2,5,4,5,3,2,2,4,3,4,4,4,5,4,2,3,3
2efc0a548e80acbcaf2cfb9804e2faa3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,3,4,3,4,3,3,3,4,4,3,3,3,3,4,4,3,4,4,4,4,4,3,4,3,2,3,4,4,4,3,4,5,5,3,4,4
85345ead7b6db97b141cbdee0b846230,2,2,3,3,4,2,3,2,4,2,5,5,3,5,3,2,4,4,2,3,3,4,2,2,2,3,4,3,5,4,3,5,4,2,4,5,5,3,1,2,5,4,4,4,3,4,5,1,4,4
34c778c98ed41d6cd2a37c5145033c4a,4,4,4,3,3,3,4,3,3,4,4,4,4,4,2,4,4,4,3,4,3,3,4,4,3,3,2,3,4,3,3,4,3,4,4,3,4,4,3,2,3,2,3,4,4,5,4,4,4,3
843ac46f8cd7da73c4ae48b2deb4a729,4,4,4,4,3,3,4,4,4,3,4,4,4,4,3,3,4,4,4,2,4,3,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,3,2,2,3,3,4,4,4,4,4,4,4,3
cd8d1190d4e2e17f65c0c7a506f4dd4f,4,4,4,4,4,3,4,4,4,3,5,4,4,4,3,3,4,4,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,2,2,4,3,3,4,5,5,5,4,4,4
d88e44d3d77734a236a21543fc9d37de,3,4,3,3,3,3,4,4,4,4,4,4,3,3,4,3,3,3,4,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,4,4,4,2,3,3,3,4,3,4,2,5,4,1,2
1a0c76d043eeff7842f46b9583570a50,3,3,3,3,4,3,4,3,4,3,3,4,3,4,3,4,3,3,3,3,4,4,4,4,3,4,3,3,4,4,4,5,4,3,4,4,5,2,1,3,4,3,3,3,5,5,5,3,4,3
da03bef31ab2dca5b97f8d240ccb4a61,4,4,5,4,4,4,4,4,4,3,5,4,2,4,3,3,4,4,3,2,4,4,4,3,4,4,3,3,4,3,4,5,4,3,4,4,4,3,2,2,4,2,4,4,4,5,4,3,5,5
998d6f7b512c27d4f5c35dbb5922ba44,4,4,4,4,3,4,4,5,4,3,4,4,3,5,3,4,4,4,3,2,4,5,4,4,4,4,4,4,5,4,4,4,4,2,4,5,5,2,2,2,4,2,4,4,5,5,5,4,4,4
0b6c3afa086c5e03a24665aa75a7a0f5,4,4,4,4,4,3,3,5,4,3,4,4,4,5,3,3,3,3,4,3,4,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,5,2,1,2,4,4,5,4,4,5,5,4,4,3
8eaa803c0b87790ec4290bcd41e5b037,4,4,4,4,4,4,5,5,5,4,5,5,4,4,4,4,4,4,4,1,3,4,4,4,4,4,4,4,5,5,4,5,5,1,5,5,5,2,2,1,4,2,4,5,3,4,4,3,3,3
191ea163dc12fe1cb4c8397bd48f18aa,4,3,4,4,4,4,4,4,3,4,4,3,4,4,2,3,4,4,4,3,3,4,3,3,4,4,2,3,4,4,4,3,4,2,3,3,3,2,2,2,4,3,3,4,5,5,4,3,2,2
1635c1bba7b734d85d12d005e5ef67a9,4,4,3,3,4,3,3,3,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,2,4,4,2,2,3,4,2,3,4,4,4,4,3,4,3
5594425402daa5d17ba4a9043c1d8ff6,4,3,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,4,4,0,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
99b5057fa31682ed3b10f24d25b4e8ae,4,4,4,3,4,4,4,3,4,4,4,4,3,4,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5,3,2,2,3,2,4,4,3,4,4,3,4,3
2aebc6de3f2abaa9253dfc7810b773d4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
cada78ef18cca6cc39d55679d9da5d42,4,5,3,4,5,4,5,5,0,5,5,0,5,5,5,0,5,4,5,5,4,4,0,4,5,5,0,4,5,5,5,4,4,5,5,5,4,4,5,4,5,4,5,3,4,4,5,3,4,3
1e342325849367478c72fcded1149c65,4,4,4,4,5,4,4,5,4,5,4,4,4,4,0,0,0,0,0,4,3,4,5,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4
bc482f9d2bff061e21937607585d9f9b,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,2,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,2,2,2,3,3,3,4,4,4,4,4,4,4
0d3e6475e6f6039268b3af7f15a4cf19,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,4,3,4,4,4,3,4,3
