userid,srl_m_1,srl_m_2,srl_m_3,srl_m_4,srl_m_5,srl_m_6,srl_m_7,srl_m_8,srl_m_9,srl_m_10,srl_m_11,srl_m_12,srl_m_13,srl_m_14,srl_m_15,srl_m_16,srl_m_17,srl_m_18,srl_m_19,srl_m_20,srl_m_21,srl_m_22,srl_m_23,srl_m_24,srl_m_25,srl_m_26,srl_m_27,srl_m_28,srl_m_29,srl_m_30,srl_m_31
65c9cd55272ec4d9b0ef84414a2ebd1e,4,5,4,5,5,4,3,4,5,5,5,5,5,5,4,4,4,4,3,3,5,3,3,4,3,4,2,4,4,3,4
27f3a3f271f518b9c7da33cadad46b62,4,5,4,3,5,4,5,4,4,4,4,5,4,4,5,3,5,2,5,4,5,5,5,5,4,5,2,4,2,1,2
191ffacebb44617ca8aea3e6c037a174,4,5,4,4,5,5,4,1,4,5,5,5,5,5,4,2,4,1,3,2,4,2,3,4,3,4,3,2,2,4,5
418ac27bd5c9fb20edd1e680005f4c92,4,4,5,4,4,4,4,3,3,4,4,4,4,4,3,3,3,3,3,3,4,3,3,4,3,3,3,4,3,3,3
dd699e1f9eea0f1b1297b73edf0f67e8,4,3,3,3,4,2,2,2,4,4,4,5,3,4,4,3,4,3,4,3,2,2,3,4,3,4,3,4,4,2,2
cfeb5998b239537c79a8afb36c7d07e4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,2,3,3,3,3,3,4,4,4,4
54d44e0b20ba9c619cb578342b977e6d,4,5,5,5,3,1,1,3,4,4,4,5,0,4,4,4,4,2,1,1,4,2,2,2,3,3,3,4,4,3,2
913b71f7afa2444625da8178ad672c65,4,4,3,4,3,3,3,3,3,4,3,4,4,4,4,3,3,3,2,3,3,3,2,2,3,2,4,4,3,3,3
d92ecb75fcde4dbf20a318b41087c53e,3,4,4,3,4,3,4,4,4,4,4,4,3,4,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4
9fed5a0822e7674f8ebd0fd47c0951da,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,2,2,2,2,4
7cc9a21915594af2e5aa8e019c7f52c9,5,4,4,4,4,4,5,3,3,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,2,4,4,4,4
ecc256bbe6aca0d38037e1bd63b00c53,4,4,3,3,4,4,4,3,5,4,3,5,4,5,4,3,4,3,3,3,3,3,3,4,3,3,3,4,4,3,3
6d6dab6dcbcb94e6d254fc0f14d5399c,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,3,3,3,3
eb7d20d695faea16715582115aad0c37,4,4,4,4,0,3,5,3,4,4,4,5,3,4,4,4,5,4,4,4,4,3,4,4,4,4,2,3,3,0,3
e31e19295ace911ea20e9fd00d4eee56,5,5,4,4,5,5,5,3,5,5,4,3,3,5,5,5,5,5,4,4,5,4,4,4,4,4,1,1,1,1,4
61cb155c84d2053b9923d8bd4bbfa179,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,3,2,2,2,2,3
caf96adedea36a1e9a3143b55f71beed,3,3,4,3,3,3,4,3,4,4,3,5,4,5,3,4,3,2,3,3,3,2,3,0,3,4,3,4,4,3,4
9497ffba69c7888bce4e80e896a775c0,5,5,5,3,5,4,5,3,5,5,4,5,4,5,5,3,5,4,5,5,5,5,4,5,4,4,1,2,3,1,3
760b65941d80cdd3b709ec0a6f6bf517,4,4,4,3,4,4,4,3,4,4,4,4,4,4,5,3,5,4,4,3,4,4,3,3,3,4,4,4,4,5,4
a210de37c0ce28ec510eb551ff949624,4,4,5,4,4,3,4,3,3,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,3,4,3,4,4,3,4
040813ab33e45cc57c5b3c2a3a5e5ff1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
45063773a71d0b796ce10ee5e20473ae,2,4,4,5,2,1,3,2,4,5,4,4,4,5,4,3,4,2,3,3,4,3,4,4,2,3,2,4,3,3,2
cd1233f691e24539ff101a0cc62d7616,4,4,4,2,5,4,5,5,4,4,4,4,4,4,3,3,3,2,3,4,4,3,4,4,4,4,3,4,4,4,4
d2153decace6b76122abb0d2b616b2e2,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,3,3,4,3,3,3,3,3,1,3,3,3,3
ae297a94daddf4080494a9fa4e7eecda,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,3,3,3,3,3,2,3,1,1,1
3182e0e980aee2da0dd8bc39cf3b59bb,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,2,3
b67f08ea9b9e7e9911e15144f038bd3d,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1eb5b71d6620d30f2768219e6ff0b654,4,4,4,2,5,4,4,5,5,5,5,4,5,5,3,3,4,2,2,4,4,4,3,0,4,4,3,3,3,3,3
d5d627848d3d514c6b534dbf242f20b7,3,4,4,3,5,5,4,4,4,5,4,5,5,5,5,4,4,3,4,3,4,4,3,3,4,3,3,4,3,3,3
5c464f433d59dedb578cb58e2d093f4d,4,4,5,3,5,3,5,1,3,5,3,3,3,4,5,3,4,2,3,2,4,2,2,3,2,3,4,4,5,4,5
46b36302e96463c196121676a67eaf5f,3,3,4,3,3,3,4,2,4,4,3,4,3,4,4,3,4,4,3,3,4,3,3,3,3,3,3,3,3,2,3
aecaea97f9aebed2b2b7faa81660c1da,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3
8dffb44b614465255b80f3a2cca1b466,3,4,3,3,5,5,4,3,4,3,1,3,2,3,4,3,4,2,4,4,4,4,4,4,4,4,2,3,3,2,2
adc3893b43be43b7b17deb006a0a9bd2,3,4,4,3,5,4,4,4,3,4,4,3,4,4,3,2,4,2,3,2,4,2,4,4,2,3,2,4,4,3,2
635e8e1392a6b8e54f804bc0d33edc02,3,4,4,3,4,3,3,3,4,4,3,4,3,4,4,3,2,2,3,2,2,2,2,2,2,3,2,2,4,3,4
459a1f8e23110bfbf8e50c646549f74a,3,3,3,3,5,5,4,4,4,4,3,4,3,4,5,4,4,3,4,3,4,3,4,4,4,4,2,2,2,2,2
164ba6da2b2223a2c7a7b3c431c4ad70,4,4,4,4,4,4,3,3,5,5,3,5,3,5,5,5,5,4,4,4,4,4,4,4,4,4,2,2,1,1,1
6feec3073b8bd0a6f8afa3fae93b5f02,4,4,4,4,4,3,5,5,3,5,3,4,4,5,4,4,5,5,5,2,4,3,5,5,4,3,2,4,3,2,2
c9352af127cb0aafa8f7da44c5c158ef,3,3,3,4,4,3,4,3,3,3,3,4,3,3,4,3,3,2,3,3,4,3,3,3,2,4,2,4,3,4,4
fb6e418d1a701310ec19cf455b752d69,3,3,4,3,4,4,3,3,3,4,4,4,4,4,4,3,4,3,3,3,4,3,3,3,3,3,2,4,4,4,4
56ba1c4343f9147b9e51070c12c49052,4,3,5,3,3,3,4,3,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,5
99253840956c7f4065224347384742aa,4,4,5,3,3,3,3,3,5,5,5,4,4,5,5,5,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3
3c6f3848053656324095a264111d8862,3,4,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,2,3,3,3,3,3,4,3,3,3,4,3,3,3
326bd6b2f47e13b35f8ac8b360323396,3,3,4,3,4,3,3,3,3,4,3,4,3,4,4,4,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3
7307b958d260324ebd68f8d194b63162,3,3,4,3,4,4,5,5,4,4,2,3,2,3,4,3,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4
0e6fcd909fa20e5e0f37ec6986953d0d,3,3,5,4,5,3,5,4,4,3,3,4,4,3,5,3,5,4,5,3,4,4,4,4,3,4,1,3,2,1,1
b4e7587a86aeebbffb9a61342d945227,4,3,4,3,3,4,3,3,3,3,2,2,3,3,3,3,4,4,3,2,4,3,3,3,2,3,3,3,3,4,4
dd62572ad5fba81df95ea75b8332ac1d,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,3,3,3,4,3,4
b5ebc22be2e98e775941bbf0157d5b23,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3
00a926816036d8684165d18290f7ae5b,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
fb1aa1aeeb0d0b2370d816b974354780,2,2,2,3,3,3,3,2,2,1,1,1,2,2,3,3,3,3,1,1,3,1,1,1,1,2,3,4,3,5,3
8f82d42db14eb0f09c2ebb300b91595a,3,3,4,3,5,3,4,4,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,3,4
bcce76e2960239f89bdf133f904746af,3,3,4,2,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,3,4,3,3,3,3,4,2,3,2,1,2
e5e211bf8527a3c624eda7d1f0cd9630,2,3,4,3,4,3,3,2,4,4,3,4,4,4,4,4,4,4,3,3,4,2,2,0,3,3,2,3,4,2,3
418f1fd78e78e7d13ed4cec8965458bf,4,4,4,4,5,4,4,4,3,3,4,3,4,3,4,3,3,3,3,2,3,2,2,3,2,2,4,4,4,4,4
dd06f8e14176b51a2941e340a805a0a7,4,4,5,4,4,3,5,4,4,4,4,4,4,4,5,4,5,5,4,4,5,4,4,4,3,4,1,3,3,2,3
d7c358699fe3474fde48156522837f2b,2,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,1,3,1,3,1,3,3,3,3,2,3,4,1,1
1c94e9eae7e065cea72eb4873da411d0,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,2,4,2,2,2
355e04f070ba1745d7034f77f816ed7b,3,2,3,3,4,3,4,3,3,4,2,4,2,3,3,4,4,3,2,1,2,3,3,4,3,3,3,4,4,5,3
c4afdbecac96efe634db24b403604991,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1c60bab18fe847ec6ae0b785dc64921d,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,2,2,2,2,2
cb4ce691a9d0d342aa03d0d6ae9c22e2,3,3,3,3,4,4,5,3,4,4,4,4,4,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,2,2
4435e775111fcf7db4cf51e6e7190ea4,2,2,4,3,4,3,2,3,4,4,3,4,2,4,4,4,3,3,2,2,4,2,3,3,2,2,4,4,3,4,4
84e5be88d608d08cc41d097061052b05,3,4,4,1,5,5,5,5,5,5,5,5,4,5,3,3,3,2,5,5,5,5,5,5,5,4,1,3,5,4,4
af2311ad804833e49e00234513602ae9,4,4,5,4,5,5,5,5,5,5,4,5,4,5,5,4,5,4,4,3,5,3,3,3,3,4,3,3,4,3,5
5948c1101061336ab2d498cf675b3d6c,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,2,4
40d6d5b4a39e94b7a3e5c587cd42dd09,4,4,3,3,2,3,2,2,4,3,4,4,4,3,3,4,3,3,3,2,4,3,2,3,2,3,2,2,2,4,2
018e53514d6bbc3afb77e8c5c6fe2a2e,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,4,3,3
6db7ae549f0badea9f059acad7fae6cb,4,4,4,4,5,4,4,3,5,4,3,4,3,5,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2
80ee262e772c2a74fada0ab964e38bfd,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,1,2,1,1,3
3e051f25be339e96ffe62f9f31c0f461,4,4,4,4,5,5,5,3,5,5,5,5,5,5,4,4,5,5,5,5,5,5,3,4,3,4,3,4,2,2,2
71cb63cb7d4c018038ec3cccb7dc57ca,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4
2ebe19b19a3f9e5bcbf4af32875d4acc,4,4,3,5,3,2,2,2,4,4,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0cf3656e23faa6f1b7c9adb3e0abf7da,3,4,4,4,3,3,3,3,4,4,3,4,3,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3
c58b9a92aa926e7f59d6d1cf0959fa57,5,5,5,3,5,5,5,3,5,5,4,5,4,4,5,5,5,5,4,4,5,4,4,4,4,4,2,3,4,4,4
dacfb3147355429606f5c823056aac46,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,2,2,2,2,3
7bbeb3012ee76a3975fb1cefe899acdf,4,5,5,4,4,3,4,3,4,4,4,4,4,4,5,5,5,3,4,5,5,5,5,5,5,5,4,1,4,1,1
a768d27cbe570c3cdfb56bd7321a5b05,5,5,5,5,5,3,5,4,5,5,5,4,5,5,5,3,4,4,5,5,5,5,5,4,4,5,3,4,2,1,4
d7f0a5baeae24594fe513ed7fab25784,3,3,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,3
d84c268bc6e454c1c8efe5274f601fea,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,5,4,4,4
f0c50b0a27054ec6be58f3d2ed223a4d,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,2,4,4,4,4,2,2,2,2,4
362aebf29e4488d45babbc6d7b1c3f1d,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,3,3,2,2
0039f44f383d88d03faca0be0e1fc507,4,5,4,4,5,3,3,3,4,4,4,4,4,5,5,4,4,3,5,4,4,4,4,4,4,4,1,2,1,1,1
14865c9b433fd6248346885cc096dea8,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,2,2,5,4,5
ec47c69a9e26d6c5159c0de1b400edb3,5,4,4,4,5,4,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,4,4,5,3,4
662693fd9a543d120eeff0c5e725ffb6,4,4,4,1,5,5,5,4,5,5,4,4,4,4,4,1,5,2,5,4,5,4,4,4,4,4,2,1,2,2,3
8bfe0b61cf2b9e5ff7173ba88f1fa95b,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2
0b9abda1f0cb89cbb165c5cab01f03cb,4,4,4,4,5,5,5,4,4,4,5,5,4,4,4,4,5,4,5,5,5,4,5,5,5,5,4,4,4,2,2
552ea32f195b5be856ad4e36c8c18f7b,5,5,5,5,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,2,2,2
54b5d2d4df39778753694a612d4e9eb8,3,4,5,5,5,5,3,3,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,3,3,4,3,3,4,4,4
66dd5a727f04ccf198e4c732e60dc490,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2ab5cbdd457ad2b09b9ec075a22ad45d,3,3,4,4,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3
0574350767b820df3d6fae2ac270a4d9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
a9d2364245d3e38750b143aa664640c9,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,4,3,3,4,3,3,3,3,3,3,3,4,3,3
