userid,srl_s_1,srl_s_2,srl_s_3,srl_s_4,srl_s_5,srl_s_6,srl_s_7,srl_s_8,srl_s_9,srl_s_10,srl_s_11,srl_s_12,srl_s_13,srl_s_14,srl_s_15,srl_s_16,srl_s_17,srl_s_18,srl_s_19,srl_s_20,srl_s_21,srl_s_22,srl_s_23,srl_s_24,srl_s_25,srl_s_26,srl_s_27,srl_s_28,srl_s_29,srl_s_30,srl_s_31,srl_s_32,srl_s_33,srl_s_34,srl_s_35,srl_s_36,srl_s_37,srl_s_38,srl_s_39,srl_s_40,srl_s_41,srl_s_42,srl_s_43,srl_s_44,srl_s_45,srl_s_46,srl_s_47,srl_s_48,srl_s_49,srl_s_50
d21e4243dd618580580846f676c2b85a,4,4,4,4,5,4,5,5,4,5,3,4,5,4,4,5,4,4,5,3,3,4,4,3,4,4,2,4,4,3,3,4,3,3,4,4,4,4,3,2,4,2,4,3,5,3,4,3,5,5
64d3bd3b339f63a66b8c878b561551d8,5,5,4,3,5,3,5,3,3,1,3,3,3,3,1,4,5,3,4,1,1,4,4,2,4,1,5,5,5,4,3,4,3,5,2,4,4,2,2,4,5,4,5,1,1,4,4,1,4,5
59d4d32d1adaab3ed5ecbf5ca9d728ca,3,3,5,5,5,5,5,4,5,5,3,5,2,4,5,5,5,5,5,4,3,3,4,3,3,4,1,2,5,2,2,5,5,5,3,3,3,2,1,2,5,1,2,1,1,1,4,4,5,5
ea04e6e76c69e6d96f084a5a54770688,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,3,3,,4,4,3,4,3,3,3,4,4,4,4,4,3,4,3,4,4,4,2,3,3
f2f24051b519e7d15fd74ed33cdb6525,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,2,3,2,3,2,3,2,4,4,4,3,3,3
a5b8d98aa354c067a53ec0d55a2ae574,3,3,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,2,4,4,4,4,4,3,2,4,3,5,3,3,3,4,3,4,2,4,4,4,3,3,3
43614526a6c8258926cdad20e022d95b,4,4,4,4,5,3,4,4,3,4,4,4,4,4,5,4,5,5,4,3,4,5,4,3,4,4,2,3,4,4,3,5,3,2,2,4,5,3,3,4,4,4,4,1,5,5,5,3,3,3
681a2ee5f3fe039c1d403fccb58a3a67,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,2,4,4,4,3,3,3,4,3,4,3,4,4,4,3,3,4
cdbfa9161999c800653297110253d07b,3,4,4,4,4,4,4,4,,4,4,4,4,4,3,4,5,3,4,3,4,4,4,4,3,4,3,4,4,3,4,5,4,2,5,2,3,2,2,3,4,3,3,3,4,4,5,1,2,1
db04bd43a582bcefbe45a3fbe99c83e4,4,3,3,4,4,4,4,3,4,4,4,3,3,4,5,4,4,4,5,3,4,4,4,4,4,4,5,4,4,4,4,5,5,3,4,5,5,3,4,5,4,5,4,1,4,4,4,3,3,3
cbee50df44af40b3865afd033d2e2fd2,3,3,3,3,4,3,4,3,3,4,3,4,3,3,3,3,4,4,4,3,3,4,3,2,2,3,3,1,4,3,4,3,3,3,5,4,5,4,2,4,4,4,4,2,3,4,2,2,1,1
3e7fcab5c8f636064e5b25c6abacb4bf,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,3,3,4,4,3,4,4,5,3,3,4,4,4,4,2,4,4,4,3,3,4
92fcd7a854eb341782743e532e0a7914,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,5,4,5,5,5,4,4,4,4,4,3,4,4,4,4,5,4,5,5,4,4,5,2,4,4,5,4,4,4
6c8d0f74f8332323d0e46da1ec7d9afd,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4,3,4,4,4,3,3,4,4,3,4,2,4,4,4,4,4,4
bbe1e5cbf6a295ea505116e51e54826c,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,2,3,4,3,3,4,4,2,3,4,2,3,3,4,1,4,5,5,2,3,2,4,2,4,3,3,5,5,5,5,5
9e4aed84a5c53a17c29d570ac527ce0a,3,4,4,3,5,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,3,4,3,4,4,3,4,3,4,2,3,4,5,4,3,4,4,3,4,2,4,5,5,5,5,4
25530cbca34fd5b1afc5a985147c66e1,4,3,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,4,3,4,4,4,4,4,4
80be0f3478e6b7602d439c9c92b4f62a,4,3,4,4,4,3,4,3,3,4,3,3,3,4,3,3,4,4,3,3,3,4,3,3,3,4,3,3,3,2,3,4,3,3,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,3
48245f5393e9819cc5465f00ad214e1b,4,4,4,4,4,4,4,2,3,4,3,4,5,4,4,4,4,4,4,3,4,4,3,4,3,4,3,3,4,4,4,4,4,3,4,3,4,4,2,4,3,4,3,4,4,5,5,3,4,1
a457518f33a1a7e9d835c28bfe66327a,5,5,5,5,4,4,4,4,5,5,4,4,3,5,3,4,3,3,4,4,4,4,4,5,4,5,4,4,5,4,4,5,4,3,3,4,5,5,5,5,5,4,5,3,5,5,4,2,3,4
aadaf0561ac7e45616f1357840107e96,4,3,4,3,4,4,4,2,4,4,4,4,4,4,5,5,4,5,5,1,5,4,4,3,4,4,4,3,4,4,3,3,3,1,3,3,3,2,4,3,3,4,3,2,4,5,5,4,3,3
d8a7f0e703428eb3c7fcfdc093dc4e61,4,3,4,4,3,3,4,4,4,4,4,3,2,4,3,4,3,4,3,2,4,3,3,3,2,2,2,3,3,3,3,3,3,3,4,3,4,3,2,2,3,2,3,3,4,4,4,3,4,3
798c80d80b22180369817438da6533fc,4,3,3,4,3,5,5,4,4,3,3,4,4,4,4,3,4,4,4,3,3,3,5,3,4,5,3,4,4,3,3,4,3,3,4,5,4,2,3,4,4,4,4,2,4,4,4,4,4,4
f8497771742a7af3d98553098582bd34,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,3,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,2,4,4,4,4,3,4
193d4fd1d794b5f85e8d69d85318f053,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,3,3,3,4,3,4,2,4,4,4,3,4,4
34024522c588638da7de356d1b3129a7,3,3,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,4,3,4,3,3,4,3,4,5,4,3,2,3,4,3,3,3,4,3,3,2,4,4,4,3,3,3
8e3b87ff984dbaf691a0f32754006956,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,3,4,4,3,4,3,4,5,5,2,3,4,3,4,3,3,5,4,4,2,4,5,4,4,4,4,4,4,5,4,5,4,3,5,4
c8aca66b7f628ee9972477622f89592c,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,3,5,4,4,3,5,3,4,2,4,5,4,3,3,3
ee18229e2fee5bc9e24cc34229389079,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,2,3,4,4,3,2,3,3,3,1,3,3,2,3,3,3,2,3,2,3,4,5,3,3,3,3
3d460d9f6feb1d3f9e142cd844343e0b,3,3,3,3,4,4,4,4,3,4,3,4,3,4,3,3,2,3,3,2,2,4,4,2,2,4,2,4,5,4,3,3,3,2,3,2,3,3,3,3,4,2,3,2,3,4,3,3,3,3
c5d3e9cf5b5209fff8f2a41e8b2d41c7,4,4,4,4,5,4,4,3,3,4,3,3,2,4,3,4,4,4,4,3,3,3,4,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,4,3,4,3,2,4,4,4,3,3,3
9726a91e5bb238f6a05e657adb40738c,4,4,4,4,4,5,5,4,5,3,4,5,3,4,2,3,3,4,3,3,3,4,4,4,4,4,4,4,5,3,4,5,4,4,3,5,5,4,4,4,4,4,4,2,3,4,5,2,2,2
129ddde18a68ca2abcdc3dfed2193e8d,4,5,5,5,5,5,5,5,5,5,5,5,3,5,3,4,4,5,4,3,4,5,5,5,5,3,4,4,5,4,5,4,3,2,4,4,5,3,4,5,3,4,4,2,5,5,5,5,5,4
38072b9ea3fd99917b417c1ee712de83,4,4,3,3,5,4,4,2,4,3,2,4,2,3,4,5,3,4,5,3,3,4,4,5,3,4,4,5,4,4,3,4,3,3,4,4,5,3,3,3,2,4,2,1,3,4,4,4,2,2
234c16857c59d7cade139c6457200b6a,,4,4,4,3,4,4,4,4,3,4,3,3,4,4,3,4,3,3,3,3,4,4,2,3,3,2,3,4,,2,4,4,3,4,4,4,2,3,3,4,3,3,2,3,4,4,3,4,4
a950b5467cb42eff9068dbf2b750dcfa,5,5,5,5,5,3,5,5,4,3,5,5,3,5,5,5,5,5,4,3,4,5,3,5,5,5,1,5,5,,5,5,5,5,5,5,5,5,4,4,4,1,5,1,5,5,5,4,4,4
19056c5976e9a570a9d075ffd241dc8c,4,4,3,4,5,4,4,4,4,4,2,4,4,3,3,3,3,4,3,3,4,4,4,3,4,4,3,4,4,3,3,4,4,2,4,4,4,2,3,3,3,3,4,2,2,4,4,5,5,4
b5393db86f04cff048fbfad5342bf6d2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,4,4,3,4,3,3,4,4,4,3,4,4
2b2a0982179d48f1e8630edb15558915,4,4,4,4,4,2,4,3,4,5,4,4,2,4,2,4,3,2,2,2,4,4,4,4,4,2,2,2,4,4,3,4,4,1,2,4,5,4,2,1,4,4,4,1,4,4,4,3,2,2
78ed069a3a944d4463d39ffa74138614,4,3,4,3,4,5,4,3,4,4,3,2,2,3,4,4,4,4,3,3,3,3,4,3,3,4,3,3,5,4,3,4,4,2,3,3,4,3,3,3,4,4,4,4,3,4,4,3,5,4
ecc256bbe6aca0d38037e1bd63b00c53,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,4,4,3,4,4,3,3,5,4,3,4,4,4,4,3,4,4,4,3,2,4
27f3a3f271f518b9c7da33cadad46b62,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,4,4,4
5b6ff8974f7849c3295a0e4b40f544ab,3,3,3,3,4,3,4,2,3,4,2,2,2,1,4,4,3,3,4,4,4,4,4,2,4,4,5,3,4,3,3,4,3,4,4,5,5,3,3,5,4,5,4,1,3,3,2,2,1,1
8f2e822507d6694953346075a22d646a,4,4,4,4,4,5,5,4,4,4,4,5,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,,4,4,4,2,4,4,4,4,4,3
50833fc4f0545d915ee06bed8670743e,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,3,3,3,4,4,4,3,4,3,5,4,4,5,4,4,4,3,4,2,4,4,4,4,4,4
b5adbc66d1876ab21840debe6b80e705,5,3,5,4,5,5,5,3,4,4,3,3,4,3,4,4,5,5,5,1,4,4,4,3,4,3,4,3,4,3,4,4,4,3,4,4,5,4,4,4,4,4,4,2,4,4,4,4,4,3
6d6dab6dcbcb94e6d254fc0f14d5399c,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,2,4,4,5,5,5,5
040813ab33e45cc57c5b3c2a3a5e5ff1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,2,2,2,4,2,4,2,4,4,4,4,4,2
d5d627848d3d514c6b534dbf242f20b7,4,4,4,4,3,4,4,4,5,4,4,5,5,5,2,4,4,4,3,2,2,4,4,4,4,4,3,4,4,4,4,4,4,3,2,3,5,4,3,4,4,4,4,2,4,3,4,3,4,3
d2153decace6b76122abb0d2b616b2e2,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,3,4,3,2,4,4,4,2,2,2
0eba5c6f653c53f97868dd5471c75fec,5,5,5,4,4,4,4,5,5,3,5,,4,5,4,4,3,3,4,3,5,4,4,4,3,4,4,3,4,4,4,5,4,4,4,4,5,4,5,4,3,4,4,4,4,4,5,3,4,4
3e2eb97636481fc88a08eebda8a00eb5,4,3,4,4,3,4,4,4,3,4,3,4,3,4,4,3,4,4,4,3,3,3,4,3,4,4,3,4,4,4,3,4,4,3,2,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4
0b3a294979dcf78575cf31420b0b8472,4,4,4,4,3,3,4,3,3,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,3,2,4,4,2,3,4,3,2,2,3,5,3,4,4,4,3,3,4,4,5,5,3,4,3
4d40e87341d46284a12c9c71a11d7416,4,4,5,5,4,4,4,5,5,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,5,5,3,4,4,5,4,3,4,4,3,5,3,4,5,5,3,4,3
e31e19295ace911ea20e9fd00d4eee56,5,5,5,5,5,4,5,3,5,4,5,5,4,5,5,5,4,5,3,3,4,5,5,4,5,5,4,5,5,4,4,5,5,4,3,5,5,4,5,5,4,4,4,1,4,5,5,4,3,4
6aab705667e7d55117a2a16f34259edc,3,3,3,3,5,4,5,2,4,4,3,3,2,3,4,4,3,3,4,3,4,4,3,4,3,3,3,4,4,4,3,4,3,2,2,4,4,3,3,3,3,3,2,2,3,4,4,3,4,2
b67f08ea9b9e7e9911e15144f038bd3d,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,3,4,4,3,4,4,4,3,3,3,3,3,4,4,2,3,3,3,2,4,3,3,3,3,3,4,2
cd1233f691e24539ff101a0cc62d7616,4,5,5,5,4,3,4,5,5,3,5,5,5,5,3,3,4,4,3,5,5,5,4,5,5,4,4,4,5,4,5,4,4,5,4,5,5,5,5,5,4,4,4,2,5,5,5,4,3,4
dd699e1f9eea0f1b1297b73edf0f67e8,3,3,4,4,3,4,4,3,3,4,4,4,3,4,2,2,3,2,2,3,4,4,4,4,3,4,2,4,4,4,3,4,4,2,3,4,5,3,4,4,4,3,4,3,4,4,4,2,4,2
3182e0e980aee2da0dd8bc39cf3b59bb,4,4,4,4,4,5,5,4,5,5,4,4,4,4,3,4,5,4,3,4,3,4,4,4,3,5,3,4,4,4,4,3,4,3,4,3,5,4,5,4,5,4,5,2,5,5,5,4,4,4
cfeb5998b239537c79a8afb36c7d07e4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,3,2,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,5,4,5,5,4,3,4,2,4,4,5,3,4,4
b32415d560264756eb66b64c21ed02cb,3,5,4,4,5,3,4,5,4,4,5,5,3,4,3,4,4,5,4,2,3,4,4,3,3,5,1,4,4,3,5,4,4,1,3,3,5,3,4,3,4,2,3,2,3,4,4,4,4,4
ae297a94daddf4080494a9fa4e7eecda,4,4,4,4,5,3,4,4,5,4,4,5,4,5,4,5,4,4,3,4,3,4,4,4,4,3,5,4,4,4,3,5,5,4,3,4,5,4,5,5,4,4,4,1,4,4,4,2,3,3
56b78bc935664e23f56f1874e13723b3,4,4,4,4,4,4,5,5,5,4,4,4,3,4,3,4,4,4,4,3,3,4,3,3,4,4,3,4,4,4,4,5,4,3,3,3,5,3,3,4,4,2,4,2,3,4,3,2,2,3
1d2c0e7352e53eb88c848782f26c92f0,3,4,4,3,,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,5,3,4,5,4,4,4,2,4,4,4,4,4,3
eb7d20d695faea16715582115aad0c37,4,4,3,3,4,4,4,4,4,4,3,3,3,4,3,4,4,4,3,3,4,4,4,3,4,3,4,3,,4,3,4,4,3,3,3,4,4,4,4,3,4,4,2,4,4,4,4,2,2
7cc9a21915594af2e5aa8e019c7f52c9,4,4,4,4,3,3,4,3,4,3,3,4,2,4,3,3,3,3,2,3,2,4,3,2,3,4,3,3,4,5,3,4,4,4,4,4,5,5,4,4,4,4,4,2,3,4,3,3,4,3
45063773a71d0b796ce10ee5e20473ae,4,3,5,4,4,4,5,4,4,4,4,4,5,4,4,4,5,4,5,3,4,3,4,4,4,4,4,3,4,3,3,4,3,3,3,4,5,4,4,4,4,3,4,2,4,5,4,3,4,4
54d44e0b20ba9c619cb578342b977e6d,4,4,5,4,4,4,4,5,4,4,3,4,4,5,3,4,5,5,4,4,3,4,4,4,3,4,2,4,4,3,4,5,4,4,5,5,4,3,2,5,4,2,3,2,5,4,4,1,3,3
61cb155c84d2053b9923d8bd4bbfa179,5,5,4,4,4,4,4,4,4,4,5,4,2,5,3,4,4,4,3,4,3,4,4,3,3,4,3,3,4,3,4,5,5,4,5,3,5,4,5,4,4,4,4,2,4,5,5,2,4,4
9fed5a0822e7674f8ebd0fd47c0951da,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,4,4,2,5,5,5,5,5,5
191ffacebb44617ca8aea3e6c037a174,4,4,4,5,4,3,5,5,4,5,4,4,4,5,3,4,4,5,4,4,3,4,5,3,4,5,4,2,5,5,3,5,5,4,2,4,5,4,4,4,5,4,5,2,4,5,5,3,2,4
a1c11b2ffa98234696ccdcbc0402e9ca,4,4,4,4,4,3,4,4,3,3,4,4,3,4,3,3,4,4,3,4,3,4,5,3,4,3,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3
418ac27bd5c9fb20edd1e680005f4c92,4,4,5,4,4,5,3,3,4,3,3,4,2,4,2,3,3,2,4,2,3,3,4,2,2,4,3,4,4,3,3,3,3,3,2,3,5,5,4,4,4,3,4,2,3,4,4,3,4,3
6fb626c4987ba6a4c496d8de3d09e6ae,4,3,4,5,5,5,5,4,5,5,4,4,5,5,4,4,4,4,4,3,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,5,2,4,4,4,4,4,2,4,4,4,4,4,4
c888bd92ba873055951e8e75b4471e1e,4,4,3,3,4,4,4,3,4,4,3,3,3,3,2,4,4,4,4,3,4,4,3,3,4,4,3,4,4,3,3,3,4,2,4,4,4,3,3,4,4,4,4,2,4,4,4,4,4,4
36ec508b9810ba3826cc8b28d311c0db,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,3,4,4,4,4,4,4,2,3,4,4,4,4,4,3,3,4,2,4,5,4,3,3,4
a210de37c0ce28ec510eb551ff949624,4,4,4,4,4,3,3,4,4,3,3,4,3,4,3,3,3,3,3,4,3,4,4,3,3,3,3,4,4,4,4,5,4,3,4,3,4,4,5,4,4,4,5,2,4,5,4,4,4,4
65c9cd55272ec4d9b0ef84414a2ebd1e,4,4,5,5,3,3,4,4,5,5,4,5,3,5,2,2,4,3,3,2,5,2,4,4,3,3,4,1,4,2,2,5,4,3,4,3,4,4,2,3,4,4,4,1,3,5,5,2,2,1
1db6ebb525935f200caf47437ace60f8,4,3,4,2,4,3,3,4,4,3,4,3,4,4,2,4,3,3,4,3,2,4,3,4,4,2,3,4,4,4,4,3,3,2,2,2,4,4,4,3,4,4,2,2,3,4,4,4,4,4
d92ecb75fcde4dbf20a318b41087c53e,4,4,4,4,4,4,3,4,4,4,5,5,4,5,3,4,4,4,3,4,3,4,4,4,4,4,3,2,4,3,4,4,4,4,3,4,5,4,5,4,4,3,4,2,5,5,5,2,4,4
9497ffba69c7888bce4e80e896a775c0,4,4,5,4,4,5,5,4,4,4,4,4,4,4,2,3,4,3,3,2,3,4,3,3,3,4,3,4,4,3,4,4,4,2,4,4,4,3,3,4,4,3,4,2,4,4,3,3,2,2
760b65941d80cdd3b709ec0a6f6bf517,4,4,4,4,4,3,4,3,4,4,4,4,3,4,3,3,5,4,3,3,3,4,4,3,4,4,2,4,4,4,4,4,4,2,3,4,5,4,3,5,5,4,5,2,4,5,5,4,5,5
1eb5b71d6620d30f2768219e6ff0b654,4,4,4,3,3,4,4,2,5,3,4,3,3,4,3,4,3,3,3,4,3,4,3,4,3,3,5,3,5,4,4,4,3,3,3,4,5,5,4,4,3,4,3,3,4,3,3,1,1,1
caf96adedea36a1e9a3143b55f71beed,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,5,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,3,4,4
596b466b63d92244aee713b6525cb072,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,3,4,4,5,3,4,4,3,3,4,4,4,4,4,2,2,4,5,4,4,4,4,4,4,2,4,4,4,3,4,4
4f7edf8af873ccef5e94647cdafcfc1a,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,3,5,4,4,4,5,5,3,5,5,5,5,5,5,5,3,5,5,4,5,5,4,3,4,2,4,4,5,4,4,4
a41c1eab3d8463a7cb6ea0eb7d813e30,4,4,4,3,3,4,4,3,4,4,5,5,3,5,2,3,3,4,3,2,3,4,4,2,3,4,4,4,5,3,3,5,4,1,4,3,3,2,3,2,4,2,3,3,2,5,5,4,4,3
c0da6852b9ea51985a0cf3703d39c52d,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,4,4,3,3,4
6d4b7a6f7c4c3aa2fe1efed5888e729b,4,4,4,3,3,3,4,4,4,3,4,4,3,4,3,4,4,4,3,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,5,5,3,4,4
447479f2c66040046a9b32ccfbaae127,3,3,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,3,4,3,4,2,4,3,3,4,3,4,4,5,3,4,5,4,4,3,4,4,3,4,3,2,5,5,5,3,4,3
4f25425fdbeff3e6ce39ffa4d4a3cb0b,4,4,5,4,4,4,4,4,5,4,4,5,4,5,3,4,3,4,4,4,2,3,3,4,3,4,4,5,4,3,4,4,3,4,5,4,5,3,4,4,4,3,4,2,4,5,4,2,3,3
2efc0a548e80acbcaf2cfb9804e2faa3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,3,4,3,4,3,3,3,4,4,3,3,3,3,4,4,3,4,4,4,2,4,3,4,3,4,3,4,2,4,3,4,5,5,3,4,4
85345ead7b6db97b141cbdee0b846230,2,2,3,3,4,2,3,2,4,2,5,5,3,5,3,2,4,4,2,3,3,4,2,2,2,3,2,3,5,4,3,5,4,4,4,5,5,3,5,4,5,2,4,2,3,4,5,1,4,4
34c778c98ed41d6cd2a37c5145033c4a,4,4,4,3,3,3,4,3,3,4,4,4,4,4,2,4,4,4,3,2,3,3,4,4,3,3,4,3,4,3,3,4,3,2,4,3,4,2,3,4,3,4,3,2,4,5,4,4,4,3
843ac46f8cd7da73c4ae48b2deb4a729,4,4,4,4,3,3,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,2,4,4,4,4,4,3
cd8d1190d4e2e17f65c0c7a506f4dd4f,4,4,4,4,4,3,4,4,4,3,5,4,4,4,3,3,4,4,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,2,4,4,4,3,4,4,4,3,3,2,5,5,5,4,4,4
d88e44d3d77734a236a21543fc9d37de,3,4,3,3,3,3,4,4,4,4,4,4,3,3,4,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,4,4,2,4,3,3,3,4,3,4,2,5,4,1,2
1a0c76d043eeff7842f46b9583570a50,3,3,3,3,4,3,4,3,4,3,3,4,3,4,3,4,3,3,3,3,4,4,4,4,3,4,3,3,4,4,4,5,4,3,4,4,5,4,5,3,4,3,3,3,5,5,5,3,4,3
da03bef31ab2dca5b97f8d240ccb4a61,4,4,5,4,4,4,4,4,4,3,5,4,2,4,3,3,4,4,3,4,4,4,4,3,4,4,3,3,4,3,4,5,4,3,4,4,4,3,4,4,4,4,4,2,4,5,4,3,5,5
998d6f7b512c27d4f5c35dbb5922ba44,4,4,4,4,3,4,4,5,4,3,4,4,3,5,3,4,4,4,3,4,4,5,4,4,4,4,2,4,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4,2,5,5,5,4,4,4
0b6c3afa086c5e03a24665aa75a7a0f5,4,4,4,4,4,3,3,5,4,3,4,4,4,5,3,3,3,3,4,3,4,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,5,4,5,4,4,2,5,2,4,5,5,4,4,3
8eaa803c0b87790ec4290bcd41e5b037,4,4,4,4,4,4,5,5,5,4,5,5,4,4,4,4,4,4,4,5,3,4,4,4,4,4,2,4,5,5,4,5,5,5,5,5,5,4,4,5,4,4,4,1,3,4,4,3,3,3
191ea163dc12fe1cb4c8397bd48f18aa,4,3,4,4,4,4,4,4,3,4,4,3,4,4,2,3,4,4,4,3,3,4,3,3,4,4,4,3,4,4,4,3,4,4,3,3,3,4,4,4,4,3,3,2,5,5,4,3,2,2
1635c1bba7b734d85d12d005e5ef67a9,4,4,3,3,4,3,3,3,4,3,4,4,4,4,4,4,4,3,3,2,4,4,3,4,3,4,2,4,4,4,4,3,4,2,2,4,4,4,4,3,4,4,3,2,4,4,4,3,4,3
5594425402daa5d17ba4a9043c1d8ff6,4,3,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,4,4,,3,3,3,3,3,3,4,4,2,4,4,4,2,2,2,4,2,4,2,4,4,4,3,4,4
99b5057fa31682ed3b10f24d25b4e8ae,4,4,4,3,4,4,4,3,4,4,4,4,3,4,3,3,4,4,3,3,3,4,4,4,4,4,2,4,4,4,4,3,3,3,3,3,5,3,4,4,3,4,4,2,3,4,4,3,4,3
2aebc6de3f2abaa9253dfc7810b773d4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
cada78ef18cca6cc39d55679d9da5d42,4,5,3,4,5,4,5,5,,5,5,,5,5,5,,5,4,5,1,4,4,,4,5,5,,4,5,5,5,4,4,1,5,5,4,2,1,2,5,2,5,3,4,4,5,3,4,3
1e342325849367478c72fcded1149c65,4,4,4,4,5,4,4,5,4,5,4,4,4,4,,,,,,2,3,4,5,4,4,4,2,,4,4,4,4,4,2,4,4,4,2,2,2,4,2,4,2,4,4,4,5,5,4
bc482f9d2bff061e21937607585d9f9b,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,4,4,4,4,4,4
