userid,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48
d8a7f0e703428eb3c7fcfdc093dc4e61,3,3,3,3,3,3,2,2,2,3,3,1,2,2,2,2,3,3,2,3,3,4,4,4,4,3,4,3,3,4,3,4,3,3,2,3,3,5,3,3,1,2,3,2,3,3,2,3
92fcd7a854eb341782743e532e0a7914,4,3,3,3,3,3,2,3,4,4,3,3,3,4,3,4,4,4,3,3,3,3,4,3,4,3,3,4,3,3,3,4,3,3,3,4,4,3,3,3,4,3,3,2,3,3,4,4
193d4fd1d794b5f85e8d69d85318f053,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3
6c8d0f74f8332323d0e46da1ec7d9afd,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,3,4,3,4,3,3,3,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,3,3,2,3,3,3,2,3,3,3
3ffc472463f45e721eba888c571801f9,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,1,1,3,3,3,3,3,3
234c16857c59d7cade139c6457200b6a,3,2,3,3,4,4,3,3,2,3,3,1,2,2,2,3,3,2,2,2,1,3,4,3,1,2,2,3,3,3,4,3,3,2,3,3,2,3,2,2,2,1,3,3,2,2,2,2
ea04e6e76c69e6d96f084a5a54770688,3,3,3,2,2,3,3,2,4,3,3,4,3,2,2,2,4,4,3,3,3,4,4,3,2,2,4,4,4,4,4,3,4,3,3,3,3,4,3,3,2,2,4,4,3,3,3,4
b5393db86f04cff048fbfad5342bf6d2,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,4,3,3,4,4,4,4,4,3
a457518f33a1a7e9d835c28bfe66327a,4,3,3,4,2,2,3,3,4,4,4,3,4,3,3,2,3,3,3,4,2,4,4,3,4,2,2,3,3,3,4,4,2,3,2,4,3,3,2,3,1,1,4,2,3,2,3,4
c8aca66b7f628ee9972477622f89592c,3,3,3,3,3,2,2,3,2,2,2,3,3,2,2,3,2,2,2,3,2,3,3,3,2,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2
559d8cca791d0ad9ac79d4d309d9c7c3,4,4,4,4,1,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,1,2,3,3,3,3,3,3
78ed069a3a944d4463d39ffa74138614,4,3,3,3,3,3,2,2,3,3,3,2,4,2,1,2,4,3,3,4,1,4,4,4,3,2,3,3,3,3,3,3,2,1,2,2,3,4,4,3,1,3,3,3,2,3,3,3
80be0f3478e6b7602d439c9c92b4f62a,2,3,2,2,2,2,2,3,3,2,3,2,4,4,2,4,2,2,2,3,2,3,3,2,3,2,3,2,3,3,3,2,2,2,2,2,2,3,2,2,1,1,3,2,2,2,2,2
8e3b87ff984dbaf691a0f32754006956,3,2,2,2,2,3,3,2,2,3,3,3,3,2,3,3,3,2,3,3,2,3,2,3,4,4,4,3,3,3,3,2,2,2,2,2,3,4,2,2,1,1,3,2,2,2,4,3
cbee50df44af40b3865afd033d2e2fd2,2,2,3,1,3,1,2,3,3,3,2,2,3,2,2,3,2,2,2,1,2,3,3,3,3,3,3,2,2,4,3,2,1,2,1,1,2,1,2,2,1,1,3,2,1,2,1,1
9e4aed84a5c53a17c29d570ac527ce0a,3,3,3,3,1,3,2,3,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,4,3,3,1,3,3,3,3,3,2,3
096db99c63cfb79a7998e1ef5cea6210,4,2,4,4,3,2,3,4,2,3,2,2,2,2,2,3,3,3,3,2,2,4,3,3,3,2,3,2,3,3,3,4,2,3,2,3,3,3,2,3,1,2,3,2,2,2,2,3
c5d3e9cf5b5209fff8f2a41e8b2d41c7,3,3,4,3,1,4,3,1,3,3,3,2,4,2,4,3,2,2,3,3,3,3,3,4,4,2,3,3,3,4,3,2,2,2,3,2,3,4,2,1,1,1,3,2,1,2,3,4
34024522c588638da7de356d1b3129a7,3,2,1,2,3,3,2,1,3,3,2,1,4,4,1,2,3,2,3,4,2,3,2,3,4,3,3,3,3,3,4,3,3,3,2,2,3,4,3,2,1,1,3,1,1,1,2,3
cdbfa9161999c800653297110253d07b,2,3,3,2,2,2,3,3,3,3,2,3,3,2,3,2,2,3,3,2,3,2,3,3,3,2,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,2,2,3,2,3,2,3
62fec5651a73c2199c3ecd2016b401ad,2,2,3,3,3,1,1,1,3,2,3,2,3,2,2,4,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,1,4,2,2,2,2,2,2
0c954a3dd67f4cddc79bc2c80479b302,2,2,2,1,2,2,2,2,3,3,3,2,2,1,2,2,2,2,2,2,2,1,3,3,3,2,3,2,2,1,2,2,2,2,3,4,1,3,3,2,3,2,4,2,2,3,3,3
2b2a0982179d48f1e8630edb15558915,2,1,1,1,2,1,1,2,2,2,3,1,4,3,2,3,3,2,3,3,2,3,3,2,1,1,3,2,3,3,3,3,1,2,1,3,3,4,3,2,1,1,2,1,1,1,1,3
f2f24051b519e7d15fd74ed33cdb6525,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3
3e7fcab5c8f636064e5b25c6abacb4bf,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3
bbe1e5cbf6a295ea505116e51e54826c,4,4,4,4,4,2,3,3,4,4,4,2,4,4,2,4,4,4,4,4,4,2,2,2,1,3,2,2,2,2,4,3,3,4,1,3,1,2,3,2,2,2,4,4,2,1,1,4
9fed5a0822e7674f8ebd0fd47c0951da,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,4,4,4,4,4,4,4
9b827e2a3e91f1ae4321e0ce7d322928,3,3,3,3,2,2,2,3,2,3,4,2,3,3,2,3,4,3,3,3,3,3,2,3,1,2,2,3,3,2,4,3,2,3,4,3,3,2,4,3,3,2,4,3,2,4,2,3
ecc256bbe6aca0d38037e1bd63b00c53,4,4,4,4,4,4,3,3,2,3,3,2,4,2,3,4,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,2,3,3,3,3,2,1,2,3
b67f08ea9b9e7e9911e15144f038bd3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1
b5adbc66d1876ab21840debe6b80e705,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,4,4,4,3,4,4,4
0eba5c6f653c53f97868dd5471c75fec,4,4,2,3,2,3,4,1,4,4,4,3,4,4,3,3,3,3,3,4,4,3,3,3,3,4,4,3,3,4,4,3,2,4,4,3,3,5,3,2,1,2,3,3,3,2,3,3
caf96adedea36a1e9a3143b55f71beed,3,3,4,3,2,2,3,2,3,2,2,2,4,2,3,3,2,2,3,3,2,4,3,4,2,3,4,2,2,2,3,3,2,2,2,2,3,3,2,2,2,2,4,2,2,2,3,3
cfeb5998b239537c79a8afb36c7d07e4,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3
7cc9a21915594af2e5aa8e019c7f52c9,3,3,3,1,4,3,3,2,3,2,2,3,1,3,2,1,3,2,3,2,2,3,3,3,3,3,3,3,2,2,3,2,3,3,2,2,3,3,2,3,1,1,3,3,2,1,1,1
61cb155c84d2053b9923d8bd4bbfa179,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,2,3,2,2,3,2,3,2,3,3
36ec508b9810ba3826cc8b28d311c0db,3,3,3,2,2,3,2,1,3,3,2,2,4,2,1,2,3,3,3,3,3,4,4,4,3,4,3,2,2,2,4,3,3,3,3,3,3,4,2,2,3,2,4,3,3,3,2,2
8f2e822507d6694953346075a22d646a,4,4,3,3,2,1,3,4,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,2,3,2,2,2
50833fc4f0545d915ee06bed8670743e,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,3,3,3,3,3,2,4,3,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,3,2,2,2,2,3
040813ab33e45cc57c5b3c2a3a5e5ff1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4d40e87341d46284a12c9c71a11d7416,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,3,4,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,2,2,3,3,3,3,3,3
1d2c0e7352e53eb88c848782f26c92f0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,2,2,3,3,3,2,3,2,2,3,2,3,2,2,2,3,2,2,3,2,3,2,2,2
5b6ff8974f7849c3295a0e4b40f544ab,3,3,3,3,1,2,2,2,4,4,4,4,4,3,4,4,3,4,4,3,3,4,3,4,4,3,3,3,3,3,4,2,1,3,1,1,3,5,1,2,1,2,2,1,2,2,4,4
cd1233f691e24539ff101a0cc62d7616,4,3,4,4,1,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,4,4,3,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,1,3,3,3,4,4,4,4
418ac27bd5c9fb20edd1e680005f4c92,3,3,2,3,2,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,1,4,3,4,2,3,3,3,3,3,3,2,3,3,1,1,2,3,2,2,1,1,3,1,2,2,1,1
3182e0e980aee2da0dd8bc39cf3b59bb,4,4,4,4,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,2,3,3,2,3,2,3,3
62ab1edd552d20b15d58c814e8e17b70,3,2,3,2,3,2,2,3,2,3,3,1,2,2,2,3,2,3,3,3,1,3,3,2,3,2,2,2,3,2,2,2,1,2,2,3,3,2,3,3,1,2,3,1,1,1,1,1
a210de37c0ce28ec510eb551ff949624,3,3,3,3,2,3,4,3,4,4,3,4,4,3,4,3,4,4,2,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,5,3,2,3,4,4,4,4,4,3,4
54d44e0b20ba9c619cb578342b977e6d,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,3,2,4,5,4,3,1,4,4,2,4,3,4,4
27f3a3f271f518b9c7da33cadad46b62,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,3,3,3,3,4,3,4,3,4,4,3,3,4,4,3,2,4,2,4,4,4,4
56b78bc935664e23f56f1874e13723b3,3,2,4,3,4,2,3,4,2,3,3,1,3,2,3,3,3,2,3,3,1,4,4,4,2,2,4,2,2,2,2,2,1,2,2,3,4,3,2,3,1,3,3,2,1,1,1,3
3e2eb97636481fc88a08eebda8a00eb5,3,2,2,3,2,2,2,2,3,3,2,2,3,2,2,3,3,2,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,2,3,3,3
191ffacebb44617ca8aea3e6c037a174,4,4,4,4,2,4,4,4,4,4,4,4,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,3,4,4,3,4,4,4
d5d627848d3d514c6b534dbf242f20b7,4,3,4,4,3,3,2,4,4,3,4,4,4,2,3,3,4,4,4,3,2,4,4,4,3,2,4,2,3,3,4,4,3,3,4,3,4,5,2,4,1,2,3,2,4,2,2,3
dd699e1f9eea0f1b1297b73edf0f67e8,3,3,3,2,3,3,2,3,4,3,3,3,4,2,2,3,3,3,4,4,2,3,3,3,4,3,4,3,3,4,4,4,2,3,3,3,3,5,2,2,1,3,4,3,3,4,4,4
d92ecb75fcde4dbf20a318b41087c53e,3,2,3,3,1,2,2,4,3,4,2,2,4,2,3,2,4,4,3,2,2,4,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,4,2,4,1,3,3,3,4,3,2,2
6aab705667e7d55117a2a16f34259edc,3,3,2,2,1,2,1,3,2,3,3,1,1,1,1,3,3,2,2,2,3,3,3,3,2,2,3,2,2,4,3,2,2,2,2,3,2,3,3,2,1,1,2,2,2,2,2,2
322a862b781ff2646b133939b63a9749,3,4,4,4,3,3,4,3,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,4,3,5,4,3,3,4,4,4,4,4,4,4
eb7d20d695faea16715582115aad0c37,3,3,3,3,1,3,3,2,4,4,4,4,4,2,3,3,4,4,4,4,3,4,2,4,3,2,4,3,3,2,3,3,3,3,3,3,3,4,3,3,3,2,3,2,3,2,3,3
45063773a71d0b796ce10ee5e20473ae,3,3,4,4,2,3,3,3,3,3,3,2,4,2,4,3,3,3,3,2,2,4,4,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2,2,3,3,3,2,3,3,3
6d6dab6dcbcb94e6d254fc0f14d5399c,3,3,3,3,3,3,2,3,2,2,3,2,3,2,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,2,3,3,2,2,2,2,2
17ac65262c741925139b8dfc7f1f62a2,2,4,1,2,4,3,2,2,2,2,2,4,1,2,4,2,2,2,2,3,4,2,2,1,3,2,3,2,2,2,2,1,3,2,2,2,2,3,4,1,4,4,2,4,4,4,4,2
760b65941d80cdd3b709ec0a6f6bf517,3,3,3,3,3,3,2,3,3,2,3,2,4,4,3,3,2,4,4,4,2,4,3,4,1,2,4,4,4,4,4,3,3,3,3,2,3,4,4,3,1,2,3,2,2,3,2,4
ae297a94daddf4080494a9fa4e7eecda,4,4,4,3,2,4,3,2,3,3,3,3,2,3,4,3,4,4,4,2,2,4,4,4,2,2,3,4,4,4,4,4,3,4,3,3,3,4,3,3,1,2,3,2,2,2,3,3
a1c11b2ffa98234696ccdcbc0402e9ca,4,3,3,4,3,3,2,4,4,4,3,2,3,3,3,3,4,4,4,3,4,3,4,3,3,3,3,4,3,4,4,4,3,3,3,3,3,4,3,3,3,4,3,4,2,3,2,3
1db6ebb525935f200caf47437ace60f8,3,2,3,3,1,3,2,3,4,4,2,2,4,3,2,2,3,3,3,2,3,3,3,4,3,2,3,2,3,4,3,2,2,3,2,3,3,3,2,3,1,3,3,3,2,3,2,4
c888bd92ba873055951e8e75b4471e1e,3,3,3,4,1,3,2,3,4,4,3,2,3,2,2,2,3,3,3,3,3,3,4,4,2,2,3,2,4,3,3,2,2,2,2,2,3,4,3,3,1,1,3,3,2,2,2,2
0b3a294979dcf78575cf31420b0b8472,3,2,2,3,2,2,2,2,3,3,3,2,2,4,2,4,3,2,3,4,2,4,4,4,3,2,3,2,2,3,4,2,2,3,3,2,2,5,3,3,2,3,3,3,3,2,2,3
e31e19295ace911ea20e9fd00d4eee56,3,3,4,4,2,4,3,4,3,3,3,4,4,4,4,4,4,4,4,3,4,3,2,4,3,3,3,4,3,3,4,4,2,4,2,3,3,4,3,3,3,4,3,3,1,2,3,3
9497ffba69c7888bce4e80e896a775c0,3,4,4,4,3,3,2,3,3,3,3,2,3,2,2,4,4,3,3,4,2,3,4,4,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,2,1,2,3,2,2,2,2,3
146d47e133cccc55ba0303c8059399cf,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,3,4,3,3,3,4,3,3,3,3,4,5,3,2,2,2,3,3,4,3,2,3
4ddf5f5db7e19cc17b603ce8e8ff351f,3,3,3,2,2,3,2,4,3,3,3,4,3,2,2,1,2,2,2,2,2,3,4,3,4,2,3,3,3,3,3,2,4,3,2,2,2,4,2,2,2,2,4,3,4,4,3,3
f0a81ae38b4e5374cba10b03d7e6b7aa,3,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,3,2,2,2,3,3,2,1,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,2,3,3,2,2,2,2,3
99f3080b05fd0a103b83e9c6bf3ee9a9,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,1,1,3,2,3,2,3,2
26a7d7505f05ed71817e2afec0b8d957,2,2,2,3,1,3,2,3,3,3,2,3,3,1,3,3,2,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,2,3,1,1,3,2,1,1,3,3
a6458da9625c6ae288440bc3868952f4,3,3,4,3,2,3,3,3,2,3,4,3,3,3,3,4,4,3,2,4,3,4,4,4,4,3,4,2,2,3,3,2,2,2,2,2,3,4,3,3,1,1,3,2,2,2,2,3
334ae80553d0d9888c59436a747e6435,4,3,4,3,2,2,3,4,4,4,3,3,4,3,2,4,1,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,5,3,4,1,2,4,4,2,4,4,4
bed61885e3d7ca38dec377de7cae5683,4,4,3,4,2,3,2,2,4,4,4,2,3,2,2,4,3,4,3,2,2,3,3,3,1,3,3,3,3,3,4,2,3,3,2,2,2,3,2,4,2,2,4,3,2,4,3,4
ff352cc412dda02baf83e6c095f81622,4,4,3,4,1,2,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,1,2,4,4,4,4,4,4,4
213537eee9b97f1b39970a8d5cdce00c,3,2,4,4,4,4,3,4,3,4,4,3,4,2,2,4,4,4,4,3,2,4,4,4,4,4,3,3,4,3,4,3,2,3,3,4,4,4,4,4,1,4,3,2,2,2,3,4
2360852fcfec3ce90c573151f24adfd1,4,2,4,4,3,2,2,4,3,4,2,2,3,2,2,3,4,3,3,4,2,4,3,3,1,2,3,1,3,3,3,2,2,2,2,2,1,3,3,2,1,2,3,1,1,2,1,3
3e018e2078fe88dfd6c8c52bf425cfc3,3,2,3,3,2,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,4,2,2,2,3,3,3,3,3,3,3,3,2,3,3,4,3,3,2,2,3,3,2,3,2,3
5747bb8136dcd0aa25e8f7763827db11,3,2,3,3,1,3,2,2,3,3,3,3,4,2,3,3,3,3,3,4,3,4,3,4,4,4,4,3,3,3,3,2,2,3,3,2,3,3,2,2,1,1,3,3,3,3,3,3
6c7ea17b19edee01e39075dfbd783085,3,2,4,3,3,2,2,1,3,3,2,2,4,1,2,4,4,2,3,3,2,4,4,4,2,3,4,2,2,3,3,2,2,2,2,2,3,2,3,2,1,2,4,2,2,3,2,4
12b9eba1adfb80bb4900d0f664d64729,3,3,3,3,2,3,2,3,3,3,2,2,4,2,3,3,3,3,3,2,3,4,4,4,4,2,3,2,3,4,4,2,3,3,3,3,3,5,4,2,1,3,4,2,4,4,4,4
07376c0e999c285d498c430418059de0,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,3,3,4,3
14b40d138fb0d1e6d76b43d55611401a,4,3,3,2,3,2,3,3,1,2,3,1,3,2,3,3,3,3,4,1,2,3,3,3,2,2,2,3,2,2,2,4,1,2,4,4,3,4,3,4,2,3,2,1,1,2,2,2
2ce542d10444443251e44a3a6dec6eb4,3,3,2,2,1,2,2,2,1,1,1,1,3,2,2,4,3,2,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,2,2,2,3,3,2,2,1,2,4,4,3,3,2,3
d391820addb3fcad29eaccb3774f81b9,3,2,2,2,1,4,3,3,4,4,4,4,4,3,3,3,4,4,3,4,4,4,3,2,3,2,4,4,4,4,3,3,4,3,4,3,3,5,4,4,1,3,3,4,2,4,4,4
2984b3dc3fbbdcd35ebe764dc30ca331,3,2,3,2,3,2,2,2,2,2,3,2,3,2,2,2,3,3,3,2,2,3,3,3,1,3,3,3,3,2,3,3,2,3,3,3,2,3,2,3,2,2,4,3,2,3,2,3
0ddd40d6312d4bdc3589bea15c47afa9,3,3,2,2,2,3,2,4,3,4,2,3,2,2,1,1,3,2,2,3,1,3,4,3,3,1,3,2,3,3,3,2,3,3,3,3,2,4,2,3,1,2,4,4,3,3,2,3
41364796890f9cffd068307dbdff9559,4,4,3,3,3,4,4,3,3,3,3,3,4,4,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,3,3,4,4,3,2,3,3
71b53ea50ec02d28fc08843ead3717a0,3,3,3,3,2,2,3,2,2,3,1,2,2,3,2,2,2,3,2,2,3,2,2,2,3,2,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,2
633b46db3cea2ec83b4b196dcf9f7e76,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,2,2,3,3,3,2,2,2
21b5ad58ee31f6e6e5fc4ee9fbab05a7,3,3,3,2,3,3,2,4,4,4,2,3,4,3,3,3,3,3,1,2,2,4,2,3,2,3,3,3,3,3,4,3,4,3,2,3,4,3,3,1,1,1,4,4,3,4,4,4
aaf5852b0146d3dcfb03c52ec0ef48e4,4,3,4,1,2,3,3,4,3,4,4,4,3,4,4,4,4,2,4,1,3,3,3,3,3,2,3,3,4,4,4,4,4,4,4,4,4,5,2,1,1,3,3,4,2,4,3,4
94a2b55405ffb84d8d1d0cb8c54c1e5b,4,2,3,4,2,2,3,4,3,3,3,3,4,2,2,4,4,2,3,3,2,4,4,2,1,4,3,3,2,3,4,3,2,2,1,3,3,3,3,1,1,1,3,2,2,3,2,2
c0296da2531bd101d1c7a597bfbe3055,4,3,4,4,1,4,4,4,3,3,4,2,4,2,4,1,4,4,2,2,3,4,3,4,2,2,4,3,1,3,3,2,2,3,1,4,3,4,2,3,1,3,3,2,1,2,3,4
19ecb8185a0cef5d3d87a5d5d89fb1d1,2,2,1,2,2,2,1,3,4,4,2,3,4,2,4,3,2,1,1,4,3,4,2,3,4,3,4,2,4,2,3,3,1,1,3,3,2,2,1,3,1,2,1,2,3,1,2,4
681a2ee5f3fe039c1d403fccb58a3a67,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,4,4,4,4,4,4,4
6673ff23881e8c0ef5aae29ed547d83d,2,3,3,3,3,2,2,2,3,3,3,2,3,2,2,2,3,3,3,3,2,3,3,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,2,2,3,2,2,2,2,3
59c47412160b9f60a91c8ab957834434,4,4,4,4,4,3,3,3,3,4,3,3,4,3,3,4,4,4,4,4,4,4,2,3,3,2,3,3,4,4,4,4,4,4,3,4,3,4,3,3,2,2,3,2,3,3,2,3
c73d2b1832ee16136b6f3cfe2a596416,4,3,3,4,4,4,2,3,4,4,3,3,4,1,1,3,3,3,3,3,3,4,4,3,4,2,4,2,4,4,4,4,4,4,3,4,1,2,4,3,1,1,4,4,3,3,1,4
2c7048946097aef5bc1b96cc53585489,4,4,4,4,4,4,4,4,2,2,2,2,2,3,3,2,3,4,2,1,1,3,3,3,2,2,3,4,3,3,3,2,4,2,3,2,3,4,2,2,4,2,2,1,3,4,1,3
a3e14e65e476c7909c598caca78d5347,4,3,4,3,2,3,3,3,3,4,4,4,4,3,4,3,3,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3
db7e782a9fff3e31b62da6070ef84291,3,3,2,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,2,3,4,3,2,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,4,2,3,3
0a0d2654f29124f545c8828e61b12cd8,4,4,4,4,1,3,2,4,2,2,3,3,3,1,3,1,2,2,2,4,2,4,3,3,3,4,3,3,2,2,2,1,2,2,2,2,3,3,4,4,2,3,3,3,3,3,3,3
bc8976403f92d339ffdbff2d23818be4,3,2,2,3,2,2,2,2,4,4,3,4,4,2,4,4,4,3,2,4,3,3,2,3,4,3,3,2,3,3,3,2,3,3,2,3,2,3,3,1,1,1,3,1,3,1,4,4
fa9ffcb00896f30e241fa786b45e44d0,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,2,4,4,4,3,3,3,2,4,3,3,2,3,3,1,2,3,2,2,3,1,1,3,2,3,2,3,3
23ace5d14495a578b82e4f9fa8ef81da,4,4,4,3,1,4,1,1,1,1,1,1,1,1,1,1,4,1,4,2,1,1,1,3,1,3,3,2,3,3,4,1,1,1,2,4,3,4,3,4,1,4,4,1,1,1,1,1
6814d1bbfe1f642d7754db4310897771,3,2,3,3,2,3,2,3,3,4,3,3,4,2,3,2,2,2,3,4,1,4,4,2,3,2,3,3,3,3,4,2,2,3,2,2,4,4,2,3,1,2,4,2,2,2,2,3
ee18229e2fee5bc9e24cc34229389079,2,3,3,2,2,3,2,3,2,3,2,3,3,2,3,2,3,3,2,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,2,3,3,2,3,3,3,2,3,3,3
75bd1842d83d5b232d78af544d1b1562,3,3,3,3,2,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
ca769fcb3f87299a802d03fb466b233a,3,4,3,2,3,2,1,1,1,4,2,1,4,1,1,1,3,4,4,3,1,4,3,4,1,3,4,1,3,4,3,1,1,1,1,1,4,1,1,4,1,1,4,1,1,1,1,4
583a1a1d23dd38fb3b705b1aaaf242de,3,3,3,3,1,2,2,3,2,3,3,4,4,3,3,3,3,2,3,2,2,3,2,2,1,2,3,3,3,4,4,3,2,2,2,3,3,3,2,2,1,1,3,2,2,2,4,3
40f27a4dabdb5fb5ad180b6d8b35f603,4,4,4,4,1,3,3,2,4,4,4,3,3,2,2,4,3,3,3,3,2,3,2,3,4,2,4,4,4,4,4,4,3,4,3,3,3,3,3,3,1,1,4,3,2,4,2,4
